"CODMUNNASC";"ano";"PESO";"APGAR1";"APGAR5";"ESCMAE"
220330;2010;3154,09090909091;9,52380952380952;9,66666666666667;2,77272727272727
220330;2011;3336,11111111111;9,4;10;3,27777777777778
220335;2010;3900;NA;NA;1
220335;2011;3400;NA;NA;2,5
220342;2010;2837,5;NA;NA;2,5
220342;2011;3400;NA;NA;2
220345;2010;3004;NA;NA;2,85
220345;2011;3461,11111111111;NA;NA;2,75
220350;2010;3326,08024691358;7,50310559006211;9,05590062111801;3,50322580645161
220350;2011;3400,26666666667;7,89333333333333;9,48993288590604;3,73825503355705
220360;2010;3322,41379310345;6,62068965517241;7,68965517241379;3,58620689655172
220360;2011;3162,5;6,75;8,5;3,5
220370;2010;3253,30492813142;8,37178166838311;9,55921730175077;3,20245398773006
220370;2011;3248,66030534351;8,35762224352828;9,50047938638543;3,22944550669216
220375;2010;2837,5;NA;NA;3,375
220375;2011;3491,66666666667;NA;NA;2,33333333333333
220380;2010;2983,33333333333;4,16666666666667;8,16666666666667;3
220380;2011;3386,66666666667;7;9,33333333333333;3
220385;2010;3600;NA;NA;1
220385;2011;3800;NA;NA;5
220390;2010;3267,16611764706;7,28429985855728;9,00848656294201;3,71011764705882
220390;2011;3246,45567986231;7,31104400345125;8,91152352179543;3,73634408602151
220400;2010;3460;6,8;7,8;4,8
220400;2011;2750;4;4;3
220410;2010;3466,66666666667;7,5;10;2,33333333333333
220410;2011;3183,33333333333;8;10;3
220415;2010;3350;NA;NA;3
220415;2011;3575;NA;NA;3
220420;2010;2775;9;10;1,5
220420;2011;3300;NA;NA;2
220430;2010;3392,1875;7,925;8,93125;3,1625
220430;2011;3299,30735930736;7,90909090909091;8,96969696969697;3,48051948051948
220440;2010;3404,40860215054;8,6195652173913;9,66304347826087;3,31730769230769
220440;2011;3327,07070707071;8,39506172839506;9,32098765432099;3,02857142857143
220450;2010;3372,80423280423;8,10344827586207;9,01724137931035;3,33695652173913
220450;2011;3302,04918032787;8,86826347305389;9,68292682926829;3,60337552742616
220455;2010;3477,77777777778;NA;NA;2,9
220455;2011;2990,5;NA;NA;2,71428571428571
220470;2010;3332,60869565217;7,32835820895522;9,37313432835821;3,68115942028985
220470;2011;3409,16666666667;6,98148148148148;9,24074074074074;3,7037037037037
220480;2010;3292,85714285714;8,25;9,75;3,28571428571429
220480;2011;3396,66666666667;8;9;3,66666666666667
220490;2010;3225;7,25925925925926;8,21428571428571;3,08823529411765
220490;2011;3166,66666666667;7,83333333333333;9;2,77777777777778
220500;2010;3033,33333333333;7;10;2,33333333333333
220500;2011;2900;NA;NA;3
220510;2010;3223,78490566038;7,80754716981132;9,39245283018868;3,22264150943396
220510;2011;3299,71428571429;8,04508196721311;9,45081967213115;3,37837837837838
220515;2010;2200;NA;NA;NA
220520;2010;3412,93604651163;8,68235294117647;9,70882352941176;2,71153846153846
220520;2011;3420,43575418994;8,09859154929577;9,48732394366197;2,93898305084746
220530;2011;2900;7;8;2
220535;2010;3100;NA;NA;1,5
220540;2010;3166,42857142857;7,58974358974359;9,56410256410256;2,69565217391304
220540;2011;3222,5;7,61290322580645;9,70967741935484;2,625
220545;2010;3000;5;9;2
220545;2011;2650;10;10;1
220550;2010;3346,40138408304;7,86805555555556;8,88888888888889;4,03806228373702
220550;2011;3352,14492753623;7,77898550724638;8,93818181818182;3,44727272727273
220551;2011;3150;8;9;1
220552;2010;3075;9;10;2,54545454545455
220552;2011;2780;9;10;3,6
220553;2011;3400;NA;NA;4
220555;2010;3308,92857142857;NA;NA;2,96428571428571
220555;2011;3433,125;7,90909090909091;9,09090909090909;3,4375
220556;2010;3466,66666666667;8,90909090909091;9,90909090909091;2,72727272727273
220556;2011;3053,57142857143;8,72727272727273;9,54545454545454;2,35714285714286
220558;2010;2700;NA;NA;4
220558;2011;3200;NA;NA;2,5
220560;2010;3641,51515151515;7,96969696969697;9,09090909090909;3,57575757575758
220560;2011;3643,63636363636;8,18181818181818;9,36363636363636;3,27272727272727
220570;2010;3328,4;7,8695652173913;9,39130434782609;2,75
220570;2011;3298,24175824176;8,11111111111111;9,67901234567901;2,89010989010989
220580;2010;3306,51666666667;8,32491582491583;9,16526138279933;3,25463743676223
220580;2011;3338,77053824363;8,01007194244604;9,00302571860817;3,26483357452967
220585;2010;3085,6;6,22222222222222;9;3
220590;2010;3296,83333333333;7,6;8,04444444444444;3,61797752808989
220590;2011;3367,87096774194;7,63440860215054;8,72826086956522;3,52173913043478
220595;2010;2975;8,5;10;1,5
220600;2010;3449,0243902439;7,58536585365854;9,14634146341463;3,26829268292683
220600;2011;3330;7,68421052631579;8,94736842105263;3,42105263157895
220605;2010;3300;NA;NA;2,5
220605;2011;3400;NA;NA;1
220610;2010;3427;7,87755102040816;8,77551020408163;3,14
220610;2011;3412,5;7,58333333333333;8,63888888888889;3,11111111111111
220620;2010;3340,78148148148;8,12107623318386;9,46188340807175;3,07835820895522
220620;2011;3347,73412698413;8,06140350877193;9,38766519823788;2,96787148594378
220630;2011;3200;NA;NA;3
220635;2010;3175;NA;NA;3
220640;2010;2986,66666666667;8,33333333333333;8,66666666666667;3,33333333333333
220640;2011;3511,11111111111;10;NA;3,22222222222222
220650;2010;3250;NA;NA;2,5
220650;2011;3300;8;10;4
220660;2010;3303,59375;8,30769230769231;9,35384615384615;3,24615384615385
220660;2011;3330,57692307692;8,70588235294118;9,72549019607843;3,19230769230769
220665;2010;3046,66666666667;8,16666666666667;9,16666666666667;3,16666666666667
220665;2011;3160,83333333333;8,75;9,75;2,58333333333333
220667;2010;2875;8;10;4
220667;2011;4000;NA;NA;3
220669;2010;3780;NA;NA;2,6
220669;2011;3200;NA;NA;3,28571428571429
220670;2010;3505,88235294118;7,94117647058824;8,94117647058824;3,5625
220672;2011;2900;8;9;3
220680;2010;3333,33333333333;8,54347826086956;8,51063829787234;3,02247191011236
220680;2011;3418,18181818182;7,4;8,8;2,5625
220690;2010;3660;8,5;10;3,6
220690;2011;3225;8,66666666666667;10;2,83333333333333
220700;2010;3259,87922705314;7,93713733075435;9,52707930367505;3,57321772639692
220700;2011;3241,73628691983;7,88347457627119;9,54237288135593;3,56363636363636
220710;2010;3350;NA;NA;2
220720;2010;3485,71428571429;6,85714285714286;8;2,5
220720;2011;3454,54545454545;7,5;8;2,27272727272727
220730;2010;3204,54545454545;6;8,18181818181818;2,54545454545455
220730;2011;470;8;10;4
220740;2010;2700;NA;NA;4
220750;2010;3366,61290322581;7,89189189189189;9,56756756756757;3,15217391304348
220750;2011;3364,47826086957;8,60606060606061;9,71212121212121;3,02608695652174
220760;2010;3137,71317829457;9;10;3,32283464566929
220760;2011;3275,18248175182;8,3;9,11111111111111;3,35766423357664
220770;2010;3240,45570165984;8,02508108108108;9,59654054054054;3,73060156931125
220770;2011;3201,13063535332;8,08736020257438;9,64872282035043;3,46603375527426
220775;2010;3550;NA;NA;2,5
220775;2011;3000;NA;NA;4
220777;2010;3020;7,66666666666667;9;2,66666666666667
220777;2011;3233,33333333333;8;9;2,66666666666667
220779;2010;3400;NA;NA;2,5
220780;2010;3242,99674972914;8,57403189066059;9,55854800936768;3,27874186550976
220780;2011;3257,6735966736;8,54445664105379;9,61758241758242;3,39116719242902
220785;2010;3495;7,5;9,5;3
220790;2010;3227,3688155922;7,31975867269985;8,79939668174962;2,54954954954955
220790;2011;3282,72797527048;7,37054263565891;8,85736434108527;3,3127147766323
220800;2010;3230,50796034845;8,2612097502257;9,38470800722456;3,69420246320216
220800;2011;3180,34902794654;7,98569254185693;9,15098934550989;3,58058608058608
220810;2010;3280,53571428571;5;10;3,03571428571429
220810;2011;3237,03703703704;8,09090909090909;9,66666666666667;3,11111111111111
220820;2010;3347,01219512195;7,34567901234568;8,76543209876543;3,17073170731707
220820;2011;3356,5873015873;7,45161290322581;9,08064516129032;2,93650793650794
220830;2010;3260,18817204301;8,78763440860215;9,7258064516129;3,16129032258065
220830;2011;3330,54245283019;8,82075471698113;9,84198113207547;3,19339622641509
220840;2010;3348,50402144772;8,54171562867215;9,83274021352313;3,37238873751135
220840;2011;3325,41701417848;8,20260869565217;9,86945169712794;3,41743503772003
220850;2010;3373,4328358209;8,00746268656716;9,02985074626866;2,91791044776119
220850;2011;3270,6976744186;8,2093023255814;9,01550387596899;2,9922480620155
220855;2010;3530;8;9;3
220855;2011;3148;8;9;3,6
220860;2010;NA;NA;NA;2
220860;2011;3180;NA;NA;2
220865;2010;3082,22222222222;8,2;9,4;2,7
220865;2011;2796,25;9;9,375;2,88888888888889
220870;2010;2992,22222222222;NA;NA;3
220870;2011;3392,22222222222;9;10;3,11111111111111
220880;2010;3132,04929577465;7,80434782608696;9,72463768115942;3,17605633802817
220880;2011;3342,25433526012;7,6140350877193;9,31547619047619;3,16363636363636
220885;2010;3243,6;8,75;9;3
220885;2011;2786,36363636364;NA;NA;2,66666666666667
220890;2010;3410,68965517241;22,6666666666667;7,66666666666667;3,23255813953488
220890;2011;3422,36274509804;7,16129032258065;7,48387096774194;3,15555555555556
220900;2010;3218,18181818182;8,4;10;3
220900;2011;3226,66666666667;8,38461538461539;10;2,73333333333333
220910;2010;3528,78787878788;8,54545454545454;9,81818181818182;4,21212121212121
220910;2011;3485,71428571429;8,28571428571429;10;3,74545454545455
220920;2010;3579,58974358974;8,72173913043478;9,78260869565217;3,0873786407767
220920;2011;3526,69607843137;8,98039215686275;9,84269662921348;3,04081632653061
220930;2010;2750;9;10;3
220937;2010;3413,57142857143;5,57142857142857;9,78571428571429;3,07142857142857
220937;2011;3280;5,2;9;2,75
220950;2010;3395;7;9;2,5
220950;2011;3575;7;9,5;4
220960;2010;2930;6;10;4
220960;2011;NA;NA;NA;3
220965;2010;2750;NA;NA;1
220965;2011;2900;5;10;1
220970;2010;3189,28571428571;5,42857142857143;10;2,78571428571429
220970;2011;3240;5,3;9,7;3,3
220975;2011;3133,33333333333;NA;NA;3,25
220985;2011;2275;NA;NA;1
220987;2010;3063,75;8;9,5;2,6875
220987;2011;3180,83333333333;7,5;9,16666666666667;2,58333333333333
220990;2010;3243,75;7,6;9,8;3,125
220990;2011;3178,125;7,5;9,25;2,6875
220997;2010;3100;8;10;1
220997;2011;2975;8;9,33333333333333;2,5
221000;2010;3270,40566037736;7,65945945945946;9,02027027027027;3,47027027027027
221000;2011;3241,01997336884;7,944;9,008;3,368
221010;2010;3543,7037037037;5,22222222222222;8,81481481481481;3,22222222222222
221010;2011;3234,72222222222;6,85294117647059;9,23529411764706;3,41666666666667
221030;2010;2800;8;9;3
221030;2011;2775;9;9;1
221035;2011;4000;NA;NA;3
221037;2011;3060;NA;NA;1,2
221038;2010;1900;NA;NA;2
221038;2011;3050;NA;NA;2,5
221039;2010;3575;7;9,5;3
221039;2011;2615;7;8,66666666666667;2,33333333333333
221040;2010;3459,22348484848;8,64313725490196;9,76078431372549;3,01132075471698
221040;2011;3546,52073732719;8,50697674418605;9,76744186046512;3,14883720930233
221050;2010;3370,36585365854;8,5;10;3,4390243902439
221050;2011;3334,27710843374;4;5,16216216216216;3,98795180722892
221060;2010;3357,36167341431;8,30769230769231;9,57692307692308;3,55878378378378
221060;2011;3278,19016817594;8,36391912908243;9,44634525660964;3,53656957928803
221062;2010;1650;NA;NA;2,57142857142857
221062;2011;1702,5;NA;NA;2,6
221063;2010;3100;NA;NA;4
221065;2010;3100;NA;NA;2
221070;2010;3357,63265306122;8,11570247933884;9,25619834710744;3,04065040650406
221070;2011;3382,53937007874;8,68253968253968;9,91666666666667;3,25196850393701
221080;2010;3175,6862745098;7,99159663865546;9,9187675070028;3,27450980392157
221080;2011;3075,90536277603;7,96529968454259;9,79495268138801;3,32807570977918
221090;2010;3409,44444444444;8,22222222222222;9,55555555555556;3
221090;2011;3060;8;9,5;3
221100;2010;3146,60105202201;8,5743554886634;9,64392137830624;3,81220975232198
221100;2011;3145,24207506132;8,56009478672986;9,64226139702398;3,86726037028357
221110;2010;3299,1582867784;8,06666666666667;8,87804878048781;3,06716417910448
221110;2011;3289,06786427146;7,96923076923077;9,52307692307692;3,158
221120;2010;3383,11715481172;NA;NA;3,5
221120;2011;3362,13147410359;NA;NA;3,41317365269461
221130;2010;3373,19366197183;8,78286384976526;9,77464788732394;3,81743227326266
221130;2011;3374,46182728411;8,8992443324937;9,8297604035309;3,32581453634085
221135;2010;3225;NA;NA;2,44444444444444
221135;2011;3112,5;NA;NA;2,5
221140;2010;2896,66666666667;7,84615384615385;9,46153846153846;3,35714285714286
221170;2010;3293,68421052632;10;NA;3,10526315789474
221170;2011;3157;8,33333333333333;2,4;3
230010;2010;2600;8;10;2
230010;2011;2477,5;8;10;2
230015;2011;3390;9;10;2
230020;2010;3411,1169383416;8,46448863636364;9,54119318181818;3,23646723646724
230020;2011;3418,66167023555;8,56681034482759;9,63695183321352;3,3882099209202
230030;2010;3318,6970074813;7,73869346733668;8,81407035175879;3,38528678304239
230030;2011;3292,64344262295;7,49793672627235;8,55433287482806;3,35261707988981
230040;2010;3123,39285714286;7,91025641025641;9,85897435897436;2,9620253164557
230040;2011;3159,62352941176;7,5;9,62962962962963;3,18823529411765
230050;2010;2407,5;8,75;9,5;3,5
230050;2011;2973,33333333333;8,33333333333333;8,66666666666667;3,33333333333333
230060;2010;3431,07692307692;8,08333333333333;9,36363636363636;2,84615384615385
230060;2011;3422,85714285714;8,25;9,66666666666667;4,69230769230769
230070;2010;3391,06796116505;9;9,84466019417476;3,3495145631068
230070;2011;3360,04663212435;8,64766839378238;9,6839378238342;3,50259067357513
230075;2010;3288,47142857143;8,07598784194529;9,29787234042553;3,2478386167147
230075;2011;3333,46801346801;7,98134328358209;9,22014925373134;3,26599326599327
230080;2010;3548,2;6,62264150943396;9,0377358490566;3,22222222222222
230080;2011;3438,9649122807;6,52631578947368;8,87719298245614;3,30357142857143
230090;2010;3360;8,06896551724138;9,3448275862069;3,66666666666667
230090;2011;3285,08620689655;8,56896551724138;9,68965517241379;3,48275862068966
230100;2010;3256,96865203762;7,98427672955975;8,9748427672956;4,37931034482759
230100;2011;3280,64792899408;8,07121661721068;8,97329376854599;4,07738095238095
230110;2010;3300,76291225887;8,06125;8,829375;3,47447073474471
230110;2011;3284,1073015873;8,00382653061224;8,84119897959184;3,6098026734564
230120;2010;2980;8,25;9,35;3,33333333333333
230120;2011;2936,05263157895;7,3125;8,8125;3,63157894736842
230125;2010;3418,83720930233;8,19512195121951;9,5609756097561;2,93023255813953
230125;2011;3453,40425531915;7,82978723404255;8,95744680851064;4,34782608695652
230130;2010;3121,54940711462;7,3201581027668;8,75889328063241;3,09126984126984
230130;2011;3151,05405405405;7,54347826086957;8,98913043478261;3,06486486486486
230140;2010;3207,5;7,8;9,2;3,375
230140;2011;3316,36363636364;8;9,44444444444444;3,36363636363636
230150;2010;3325,29032258065;7,7;9,13333333333333;3
230150;2011;3262,10526315789;8;9,11764705882353;3,63157894736842
230160;2010;3374,01234567901;7,67901234567901;8,91358024691358;3,11111111111111
230160;2011;3322,10526315789;7,36;8,78666666666667;2,85526315789474
230170;2010;3310,38834951456;7,99352750809062;8,03883495145631;3,31372549019608
230170;2011;3355,64071856287;7,99099099099099;8,16816816816817;2,83180428134557
230180;2010;3394,12903225806;8,64516129032258;9,61290322580645;3,93548387096774
230180;2011;2979,66666666667;8,5;9,83333333333333;2,83333333333333
230185;2010;3335,79577464789;7,87769784172662;8,99280575539568;3,45070422535211
230185;2011;3444,16814159292;7,76106194690265;8,6283185840708;3,24778761061947
230190;2010;3044,25802469136;8,19856962557846;9,28884210526316;4,09154929577465
230190;2011;3057,20648215586;8,32093715135738;9,27651656122069;3,9981731823164
230195;2010;3380,76923076923;8,23076923076923;9,23076923076923;2,46153846153846
230195;2011;3391,66666666667;8,16666666666667;9,16666666666667;2,83333333333333
230200;2010;3458,39622641509;7,92380952380952;8,93333333333333;3,33962264150943
230200;2011;3249,5;7,90540540540541;8,90540540540541;3,28378378378378
230205;2010;3365,38461538462;7,90909090909091;9,18181818181818;2,07692307692308
230205;2011;2966,36363636364;7,81818181818182;9,09090909090909;2,8
230210;2010;3244,98185776488;8,32293178519594;8,93904208998549;3,6021978021978
230210;2011;3276,65417256011;8,24521615875266;8,89085754783841;3,48764534883721
230220;2010;3317,90229885057;7,74418604651163;8,79651162790698;3,36206896551724
230220;2011;3272,47916666667;7,66666666666667;8,86805555555556;3,38888888888889
230230;2010;3341,62162162162;8,2972972972973;9,43693693693694;3,34234234234234
230230;2011;3339,9609375;8,4921875;9,60546875;3,51764705882353
230240;2010;3266,77142857143;8,78097982708934;9,81412103746398;3,33714285714286
230240;2011;3284,3119266055;8,70199692780338;9,83256528417819;3,39755351681957
230250;2010;3181,58198854763;7,9;9,78958333333333;3,52285864424593
230250;2011;3142,32891381948;7,92904543134252;9,85247575293517;3,54750137287205
230260;2010;3284,49478748998;7,73536487570168;8,87650360866079;3,39420756234916
230260;2011;3273,02093397746;7,76290322580645;8,87409200968523;3,47661290322581
230270;2010;3235,47697368421;7,84105960264901;9,35099337748344;3,1875
230270;2011;3195,68513119534;7,68713450292398;9,25146198830409;3,47813411078717
230280;2010;3253,98443579767;7,88702460850112;8,91209406494961;3,44053601340033
230280;2011;3231,68890314304;7,78566817301485;8,84570690768238;3,53776630083925
230290;2010;3327,14285714286;7,82142857142857;9,14285714285714;3,10714285714286
230290;2011;3147,14285714286;7,42857142857143;9;3,28571428571429
230300;2010;3267,28767123288;8,3013698630137;9,36986301369863;3,13698630136986
230300;2011;3382,36842105263;8,23684210526316;9,31578947368421;3,10526315789474
230310;2010;3287,9;8,1;9,1;2,5
230310;2011;2978,33333333333;8;9;5
230320;2010;3349,35483870968;8,08064516129032;8,93548387096774;3,74193548387097
230320;2011;3349,6;8;9;4,56
230330;2010;3321,7032967033;7,91111111111111;9,38888888888889;3,31868131868132
230330;2011;3422,88732394366;8,16901408450704;9,54929577464789;3,25714285714286
230340;2010;3233,40490797546;7,2760736196319;8,87037037037037;3,41717791411043
230340;2011;3255,57142857143;7,30714285714286;8,99285714285714;3,47857142857143
230350;2010;3276,24809575626;8,1032967032967;8,95274725274725;3,67546754675468
230350;2011;3296,93287827076;7,93087557603687;8,87903225806452;3,5752009184845
230360;2010;3355,2;7,98125;9,45625;3,2125
230360;2011;3396,34615384615;7,8525641025641;9,3525641025641;3,52564102564103
230365;2010;3270,42553191489;7,95744680851064;9,4468085106383;3,21276595744681
230365;2011;3330,88888888889;8,17777777777778;9,4;3,55555555555556
230370;2010;3259,31161630164;8,3260144524736;9,26264591439689;3,7120665742025
230370;2011;3244,13306852036;8,23975720789074;8,99898836621143;3,56200396825397
230380;2010;3373,168;8,65060240963855;9,73092369477912;3,56
230380;2011;3397,2375;8,77824267782427;9,84937238493724;3,625
230390;2010;3088,48275862069;8,00714285714286;9,60714285714286;3,38620689655172
230390;2011;3225,015625;8,18253968253968;9,91269841269841;3,3984375
230393;2010;3359,33333333333;7,38461538461539;8,5;3,17647058823529
230393;2011;3394;8,1578947368421;9,44444444444444;3
230395;2010;2953,07692307692;8,23076923076923;9,03846153846154;3,15384615384615
230395;2011;3180,78947368421;8,21052631578947;9,26315789473684;3,19444444444444
230400;2010;3221,40909090909;8,40909090909091;9,43939393939394;3,33333333333333
230400;2011;3156,5671641791;8;9,22388059701493;2,77611940298507
230410;2010;3209,8992954828;7,94510638297872;8,9412265758092;3,46416666666667
230410;2011;3231,45387293299;7,93744414655943;8,92806076854334;3,57479284779764
230420;2010;3138,05116918845;8,30880311024715;8,92143253747918;3,5625
230420;2011;3133,03517730496;8,0125071063104;8,80039806653398;3,75631922749219
230423;2010;3231,19230769231;7,97674418604651;9,2015503875969;3,44615384615385
230423;2011;3256,10526315789;7,52212389380531;8,91150442477876;3,34513274336283
230425;2010;3641,93939393939;8,4741641337386;9,76666666666667;3,3719512195122
230425;2011;3649,53531598513;8,48314606741573;9,76981132075472;3,38951310861423
230426;2010;3278,23529411765;7,86666666666667;9,2;3,17647058823529
230426;2011;3014,23076923077;7,61538461538461;8,46153846153846;3,30769230769231
230427;2010;2688,88888888889;5,33333333333333;7,55555555555556;3,11111111111111
230427;2011;3176,81818181818;6,54545454545455;8,45454545454546;3,18181818181818
230428;2010;3345,13120567376;7,69326241134752;8,61879432624113;3,73309608540925
230428;2011;3287,61751152074;7,74767801857585;8,65170278637771;3,69058295964126
230430;2010;3105,06666666667;8,05970149253731;9,38805970149254;3,37037037037037
230430;2011;3221,48684210526;7,8476821192053;9,03973509933775;3,67763157894737
230435;2010;3117,875;8,9;9,8;2,91666666666667
230435;2011;3026,2;8,73684210526316;9,73684210526316;3,05
230440;2010;3171,9245428849;8,14646015732634;8,98233001881215;3,88136732225259
230440;2011;3159,42303830154;8,21865708622398;9,0308160981473;3,96717519069651
230445;2010;3432,21153846154;8,44230769230769;9,32692307692308;3,46153846153846
230445;2011;3065;8,42105263157895;9,42105263157895;3,33333333333333
230450;2010;3210,52631578947;7,63157894736842;8,63157894736842;3,2
230450;2011;3346,90476190476;7,85;9,28571428571429;3,2
230460;2010;3400,9375;8,86666666666667;9,8;3,15625
230460;2011;3565,58823529412;8,76666666666667;9,73333333333333;3,14705882352941
230465;2010;3120;8,66666666666667;9,16666666666667;2,33333333333333
230465;2011;2500;9;9;2
230470;2010;3316,47483221477;7,58053691275168;8,83892617449664;3,02033898305085
230470;2011;3273,2739965096;7,73951048951049;8,94580419580419;3,12234042553191
230480;2010;4000;NA;9;2
230480;2011;2950;7,5;8,5;3
230490;2010;4035;8;10;4
230490;2011;3820;7;8;4
230495;2010;2340;NA;NA;3
230495;2011;2200;6;8;4
230500;2010;3255,2904040404;7,61928934010152;9,02791878172589;3,41370558375635
230500;2011;3216,33903133903;7,70317002881844;9,0606936416185;3,27793696275072
230510;2010;3515;6,6;8,8;3
230510;2011;3160;8,16666666666667;9,16666666666667;2,83333333333333
230520;2010;3330,81967213115;8,32786885245902;9,61475409836066;2,83606557377049
230520;2011;3446,7032967033;8,42222222222222;9,63333333333333;3
230523;2010;3278,08070866142;7,90927021696252;8,90354330708661;3,48126232741617
230523;2011;3239,55457746479;7,8904593639576;8,92226148409894;3,608228980322
230526;2010;3174,40322580645;7,81967213114754;8,9672131147541;3,11475409836066
230526;2011;3137,71428571429;7,65384615384615;8,69230769230769;2,67857142857143
230530;2010;3255,23762376238;7,89072847682119;9,1158940397351;3,47986577181208
230530;2011;3221,28185328185;7,80694980694981;9,06177606177606;3,49612403100775
230533;2010;3500;8;8,81818181818182;3,54545454545455
230533;2011;3825;7;9;2,5
230535;2010;3450,29411764706;7,8125;9,0625;2,64285714285714
230535;2011;3149,28571428571;8,21428571428571;9,42857142857143;3
230540;2010;3258,32316570486;7,8598516075845;9,04781533388294;3,25755033557047
230540;2011;3282,30971843778;7,84377838328792;8,9;3,34903047091413
230550;2010;3247,57931034483;7,42026825633383;8,68852459016393;3,66418650793651
230550;2011;3247,18509498295;7,31869204489995;8,49389946315276;3,71637426900585
230560;2010;3269,76470588235;7,95180722891566;9,1566265060241;3,26829268292683
230560;2011;3329,94117647059;7,82926829268293;9,15853658536585;3,14457831325301
230565;2010;3151,875;7,6;8,93333333333333;2,875
230565;2011;3244;6,77777777777778;8,88888888888889;2,1
230570;2010;3234,22222222222;8,42857142857143;9,57142857142857;3,47619047619048
230570;2011;3252,77777777778;8,53703703703704;9,7962962962963;2,88888888888889
230580;2010;3326,50541125541;8,31202600216685;9,40845070422535;3,42273730684327
230580;2011;3381,62978723404;8,28571428571429;9,34648187633262;3,52334419109663
230590;2010;3348,08924485126;7,99771167048055;9,08237986270023;3,15509259259259
230590;2011;3369,19106699752;7,96984924623116;9,01005025125628;3,25692695214106
230600;2010;3385,48351648352;7,81318681318681;9,16483516483516;3,69230769230769
230600;2011;3249,07692307692;8,0625;9,234375;3,4
230610;2010;3266,84782608696;8,56111111111111;9,65;3,09289617486339
230610;2011;3337,79411764706;8,5615763546798;9,54679802955665;3,3448275862069
230620;2010;3260;7,83333333333333;9,83333333333333;3,16666666666667
230620;2011;3428,57142857143;8,28571428571429;9,71428571428571;3,42857142857143
230625;2010;3074,26388888889;8,05633802816901;9,38028169014085;3,27142857142857
230625;2011;3155,09322033898;8,08695652173913;9,23478260869565;3,65811965811966
230630;2010;3261,70038910506;7,88802083333333;9,64713541666667;3,41763942931258
230630;2011;3266,49277456647;7,94347826086956;9,70144927536232;3,48988439306358
230640;2010;3271,76601913598;7,84640140433002;8,95143358689292;3,52807681117253
230640;2011;3236,07656549084;7,86497657756958;8,94047947092863;3,60798447463266
230650;2010;3284,44230769231;7,76923076923077;8,92307692307692;3,62745098039216
230650;2011;3396,63829787234;7,69565217391304;8,76086956521739;3,06666666666667
230655;2010;3304,44573643411;7,89105058365759;9,08171206225681;3,27713178294574
230655;2011;3305,83924349882;7,86052009456265;9,11347517730496;3,47754137115839
230660;2010;3255,71428571429;8,125;8,75;2,14285714285714
230660;2011;3190,29411764706;8,26666666666667;9,13333333333333;2,94444444444444
230670;2010;3347,78571428571;7,85;8,90714285714286;3,50714285714286
230670;2011;3398,15151515152;8,00757575757576;9,03030303030303;3,51908396946565
230680;2010;3272,5;8,19230769230769;9,61538461538461;2,96153846153846
230680;2011;3118,09523809524;8,23809523809524;9,47619047619048;3,33333333333333
230690;2010;3407,3371040724;8,10859728506787;9,39592760180996;3,57142857142857
230690;2011;3394,98153034301;8,07407407407407;9,31746031746032;3,62433862433862
230700;2010;3359,19266055046;8,23853211009174;9,3302752293578;3,02752293577982
230700;2011;3340,24691358025;8,03703703703704;9,17283950617284;3,41975308641975
230710;2010;3242,36802030457;7,91348600508906;9,90839694656488;3,5969387755102
230710;2011;3375,6976744186;7,91796875;9,90625;3,66935483870968
230720;2010;3433,33333333333;7,83333333333333;9,66666666666667;3,83333333333333
230720;2011;2900;8;10;2
230725;2010;3337,4076433121;7,69426751592357;8,71337579617834;2,81528662420382
230725;2011;3210,72580645161;7,62903225806452;8,67741935483871;2,87096774193548
230730;2010;3176,78662024372;8,28507239141288;9,17685208281367;3,63233830845771
230730;2011;3198,54871024293;8,48266261705897;9,28777524677297;3,62913741223671
230740;2010;3364,70550161812;8,0625;9,65346534653465;3,4327868852459
230740;2011;3310,2607003891;7,83657587548638;9,52529182879377;3,4488188976378
230750;2010;3209,87061994609;8;9,08152173913044;3,67924528301887
230750;2011;3197,8949044586;7,89171974522293;8,94904458598726;3,5210355987055
230760;2010;3274,0243902439;7,79183673469388;8,89251700680272;3,57634112792297
230760;2011;3243,67242482406;7,85906470211403;8,94811018577835;3,59427828348505
230763;2010;3318,0380952381;7,87619047619048;8,96190476190476;2,54285714285714
230763;2011;3290,11811023622;7,92913385826772;9,11811023622047;3,17460317460317
230765;2010;3297,75498466258;7,92482214958662;8,92756694278559;3,61206068753601
230765;2011;3294,48388334612;7,99383904505198;8,92991913746631;3,67586339957554
230770;2010;3317,72673031026;7,92623941958888;9,00968523002421;3,67661097852029
230770;2011;3286,31605562579;8,2390180878553;9,28165374677003;3,62755102040816
230780;2010;3293,62258953168;8,45454545454546;9,76584022038567;3,49166666666667
230780;2011;3362,57971014493;8,31486880466472;9,83965014577259;3,17971014492754
230790;2010;3330,36231884058;7,91176470588235;9,13235294117647;3,19117647058824
230790;2011;3376,21951219512;7,86585365853659;9,36585365853658;2,7972972972973
230800;2010;3291,05314009662;8,01951219512195;9,64390243902439;3,49019607843137
230800;2011;3214,29347826087;7,92307692307692;9,2967032967033;3,52747252747253
230810;2010;3254,1768488746;8,73311897106109;9,7540192926045;3,37620578778135
230810;2011;3291,6183074266;8,54231433506045;9,81174438687392;3,48591549295775
230820;2010;3130,21739130435;8,30952380952381;9,42857142857143;3,11111111111111
230820;2011;3051,61290322581;8,11111111111111;9,28;3,20689655172414
230830;2010;3294,93014705882;8,57352941176471;9,76838235294118;3,80754716981132
