"CODMUNNASC";"ano";"PESO";"APGAR1";"APGAR5";"ESCMAE"
120032;2011;3014,72037914692;7,75438596491228;9;2,58373205741627
120033;2010;3243,59745762712;8,74248927038627;9,88841201716738;3,21993127147766
120033;2011;3189,095;8,73333333333333;9,94358974358974;3,37078651685393
120034;2010;3247,69736842105;7,60526315789474;9,23684210526316;2,36290322580645
120034;2011;3262,42105263158;7,57391304347826;9,16521739130435;2,38650306748466
120035;2010;3217,22996515679;8,3;8,9;2,45486111111111
120035;2011;3290,62244897959;7,83050847457627;8,54237288135593;2,75380710659898
120038;2010;3433,53333333333;7,88888888888889;9,53333333333333;3,01149425287356
120038;2011;3458,67647058824;7,82089552238806;9,53731343283582;2,86363636363636
120039;2010;3536,45185185185;8,60344827586207;8,73275862068965;2,48484848484848
120039;2011;3618,35294117647;8,69230769230769;8,58119658119658;2,3952380952381
120040;2010;3184,12977914985;8,24617363344051;9,02572347266881;3,73302469135802
120040;2011;3195,45476720755;8,37116788321168;9,05354100754441;3,64150743099788
120042;2010;3167,64705882353;8,33333333333333;9,87234042553191;3,13253012048193
120042;2011;3330,18181818182;8,48571428571429;9,74285714285714;4,71034482758621
120043;2010;3136,35714285714;8,5;9,75;1,90804597701149
120043;2011;3159,13580246914;8,10344827586207;9,82758620689655;2,55089820359281
120045;2010;3463,9603960396;7,27;9,28;2,72
120045;2011;3586,6;7,2;9,42;3,05882352941176
120050;2010;3369,94343891403;8,2648401826484;9,31278538812785;2,97080291970803
120050;2011;3198,59168241966;8,20502512562814;9,27939698492462;2,8996282527881
120060;2010;3283,67924528302;8,97041420118343;9,67258382642998;3,15081967213115
120060;2011;3387,46970954357;8,61802973977695;9,48698884758364;4,50907590759076
120070;2010;3334,39306358382;7,15476190476191;8,64285714285714;3,09550561797753
120070;2011;3371,08536585366;7,21019108280255;8,64556962025316;2,86875
120080;2010;3100;NA;NA;6
120080;2011;2535;NA;NA;3,5
130002;2010;3250,71698113208;7,80681818181818;8,89772727272727;3,1921568627451
130002;2011;3202,00668896321;7,66889632107023;8,74247491638796;3,16722408026756
130006;2010;3142,23913043478;8,21848739495798;9,6890756302521;2,77391304347826
130006;2011;3128,3125;8,07692307692308;9,39316239316239;2,8
130008;2010;3192,76963350785;8,86885245901639;9,98360655737705;3,40837696335079
130008;2011;3048,27188940092;8,69626168224299;9,9392523364486;3,4147465437788
130010;2010;3333,7375;8,34649122807017;4;7,43096234309623
130010;2011;3349,80168776371;8,07373271889401;8,88888888888889;3,79090909090909
130014;2010;3262,37451737452;8,1171875;9,23828125;3,21789883268483
130014;2011;3340,84051724138;8,00865800865801;9,21645021645022;3,48706896551724
130020;2010;3113,96624472574;7,63829787234043;8,6468085106383;2,87763713080169
130020;2011;3164,29523809524;7,66798418972332;8,66798418972332;2,65396825396825
130030;2010;3232,60998650472;8,10690789473684;9,45559210526316;3,33783783783784
130030;2011;3221,21836228288;8,11388455538222;9,4383775351014;3,26466916354557
130040;2010;3167,16049382716;5,94063926940639;8,76255707762557;3,33333333333333
130040;2011;3174,17454545455;5,87548638132296;8,68871595330739;3,35401459854015
130050;2010;3295,25886524823;8,52651515151515;9,71590909090909;3,42375886524823
130050;2011;3268,90925925926;8,58071278825996;9,82389937106918;3,42962962962963
130060;2010;3225,88424437299;7,93669527896996;9,78670953912111;3,29077253218884
130060;2011;3213,61325301205;8,13407134071341;9,79335793357934;3,13285024154589
130063;2010;3277,8488372093;7,85163204747774;8,73590504451039;2,88304093567251
130063;2011;3286,49570200573;7,79351032448378;8,85250737463127;2,98275862068966
130068;2010;3239,0350877193;7,70606060606061;8,85800604229607;2,95029239766082
130068;2011;3248,18584070796;7,671875;8,82291666666667;3,31838565022422
130070;2010;3224,74153297683;7,76470588235294;8,85383244206774;3,03177570093458
130070;2011;3280,78804347826;7,78765880217786;8,86388384754991;3,16666666666667
130080;2010;3214,93543046358;8,19027484143763;9,5369978858351;3,10032894736842
130080;2011;3232,84757118928;8,20464135021097;9,37130801687764;3,22073578595318
130083;2010;3205,17647058824;8,76119402985075;9,83582089552239;3,23728813559322
130083;2011;3210,38834951456;8,79661016949153;9,77966101694915;3,17647058823529
130090;2010;3200,42780748663;8,28494623655914;9,59139784946237;2,87634408602151
130090;2011;3217,75568181818;8,08620689655172;9,44252873563218;2,96590909090909
130100;2010;3317,42375886525;8,86531986531987;9,93771043771044;3,13708260105448
130100;2011;3390,30685920578;8,68214285714286;9,94821428571429;3,11028037383178
130110;2010;3395,54187192118;7,90361445783132;9,54216867469879;3,16582914572864
130110;2011;3294,30167597765;7,8740157480315;9,28346456692913;3,2183908045977
130115;2010;NA;NA;NA;2,82692307692308
130115;2011;2927,85714285714;7;9;2,84375
130120;2010;3208,91171277222;8,4572775486152;9,7379269729093;3,39691943127962
130120;2011;3222,00399315459;8,51287922152261;9,71837435603892;3,3049685893775
130130;2010;3297,5057208238;8,81524249422633;9,88683602771363;3,15046296296296
130130;2011;3334,94832041344;8,74160206718346;9,80878552971576;3,17886178861789
130140;2010;3100,52812071331;7,52401746724891;8,79330422125182;2,95717884130982
130140;2011;3195,85677419355;7,58426966292135;8,78511235955056;2,87320574162679
130150;2010;3110,35087719298;8,66083916083916;9,7027972027972;2,92657342657343
130150;2011;3074,13114754098;8,79605263157895;9,85197368421053;3,1672131147541
130160;2010;3163,01059322034;7,93432203389831;9,01059322033898;3,01059322033898
130160;2011;3142,56957328386;7,90909090909091;9,02040816326531;3,20964749536178
130165;2010;3383,36;8,68041237113402;9,85567010309278;2,72727272727273
130165;2011;3378,91379310345;9,51162790697674;10,6279069767442;2,56692913385827
130170;2010;3241,66666666667;8,34756097560976;9,28048780487805;3,31272727272727
130170;2011;3237,61378555799;8,34103410341034;9,18612334801762;3,27753303964758
130180;2010;3206,40229885057;8,92672413793103;9,97413793103448;2,15804597701149
130180;2011;3185,26301369863;8,99596774193548;9,99596774193548;2,26775956284153
130185;2010;3407,04537815126;8,3526405451448;9,6695059625213;3,37919463087248
130185;2011;3320,78582930757;8,40650406504065;9,71382113821138;3,41815235008104
130190;2010;3266,69556451613;8,37533948940793;9,70521172638436;3,45967741935484
130190;2011;3229,48134524435;8,32505643340858;9,74040632054176;3,53182535507628
130195;2010;3242,5;8,40740740740741;9,55555555555556;3,16759776536313
130195;2011;3180,4347826087;8,3781512605042;9,73109243697479;2,88311688311688
130200;2010;3261,82266009852;8,22448979591837;9,60204081632653;3,65024630541872
130200;2011;3304,27807486631;8,42134831460674;9,70786516853933;3,6951871657754
130210;2010;3261,9696969697;7,18421052631579;8,26315789473684;2,97979797979798
130210;2011;3202,78861788618;7,4672131147541;8,35245901639344;3,05691056910569
130220;2010;3277,16666666667;5,95555555555556;8,21428571428571;3,44692737430168
130220;2011;3222,69461077844;6,625;8,5593220338983;2,98802395209581
130230;2010;3175,45276872964;7,95652173913043;9,43478260869565;2,7516339869281
130230;2011;3289,44923076923;8,66225165562914;9,8476821192053;2,95076923076923
130240;2010;3286,14078374456;7,16981132075472;8,16400580551524;3,02031930333817
130240;2011;3284,8908819133;8,13023952095808;8,88323353293413;3,2914798206278
130250;2010;3195,1588688946;7,94886975242196;9,01668460710441;3,44995044598612
130250;2011;3242,89191869113;8,23433385992628;9,29699842022117;3,41095890410959
130255;2010;3191,73913043478;8,32584269662921;9,64044943820225;3,26666666666667
130255;2011;3291,20430107527;8,26436781609195;9,66666666666667;3,15217391304348
130260;2010;3217,48430669483;8,49650522976255;9,60717289141726;3,74835972571654
130260;2011;3221,2536981899;8,54436427922978;9,62333015267176;3,79082045184304
130270;2010;3268,86980609418;7,3609576427256;8,51749539594844;2,96302003081664
130270;2011;3302,68915343915;7,36949152542373;8,4804753820034;3,05087014725569
130280;2010;3243,77675840979;8,1890243902439;9,25609756097561;3,00983606557377
130280;2011;3215,12980769231;8,31730769230769;9,58173076923077;2,98529411764706
130290;2010;3219,95581395349;8,1715438950555;9,71644803229062;3,35038759689922
130290;2011;3222,65314989138;8,28207547169811;9,67830188679245;3,3791088385683
130300;2010;3318,08127208481;7,73665480427046;8,90035587188612;3,29889298892989
130300;2011;3316,25174825175;7,73170731707317;8,85714285714286;3,42508710801394
130310;2010;3177,18421052632;8,51509769094138;9,52575488454707;2,61549707602339
130310;2011;3168,7397881997;8,16666666666667;9,24955116696589;3,04615384615385
130320;2010;3234,31818181818;8,59447004608295;9,8110599078341;3,40454545454545
130320;2011;3305,4449339207;8,37004405286344;9,80176211453744;3,42465753424658
130330;2010;3323,39210526316;7,22254335260116;8,70231213872832;3,00527704485488
130330;2011;3350,34733893557;8,37025316455696;9,4620253164557;3,07865168539326
130340;2010;3202,08549222798;7,93874891398784;9,63292788879235;3,59576307825335
130340;2011;3215,39177025289;7,94715629198388;9,72548141513659;3,68195456493785
130350;2010;3291,4693877551;8,39240506329114;9,57383966244726;2,68979591836735
130350;2011;3314,88924050633;8,90553745928339;9,92508143322476;2,68152866242038
130353;2010;3291,57175398633;8,35307517084282;9,54669703872437;3,60705882352941
130353;2011;3306,875;8,13709677419355;9,43817204301075;3,41066666666667
130356;2010;3248,37185929648;8,49484536082474;9,53092783505155;3,29885057471264
130356;2011;3265,99248120301;8,56818181818182;9,6015037593985;3,16666666666667
130360;2010;3145,27419354839;7,23728813559322;8,66101694915254;2,96129032258065
130360;2011;3156,79211469534;6,34444444444444;8,45555555555556;2,96774193548387
130370;2010;3117,63527054108;8,12944162436548;9,03299492385787;3,13398058252427
130370;2011;3130,35667752443;8,38923395445135;9,28778467908903;3,26829268292683
130380;2010;3163,31927710843;8,37701149425287;9,56769596199525;3,52649006622517
130380;2011;3170,32402234637;8,26385809312639;9,45537757437071;3,49472674976031
130390;2010;3104,88715953307;NA;NA;2,98969072164948
130390;2011;3113,06789413119;7,61172161172161;9,31617647058824;3,01033295063146
130395;2010;3205,49668874172;8,02666666666667;9,54;3,45033112582781
130395;2011;3288,2183908046;7,54597701149425;9,63218390804598;3,6264367816092
130400;2010;3211,54069767442;8,73885350318471;9,78980891719745;3,52352941176471
130400;2011;3324,30327868852;8,55855855855856;9,68468468468468;3,6198347107438
130406;2010;3115,55720338983;8,57283464566929;9,50245821042281;3,29943502824859
130406;2011;3190,05862068966;8,74486571879937;9,76461295418641;3,36781609195402
130410;2010;3348,75888324873;7,6260162601626;9,82655826558266;2,87817258883249
130410;2011;3252,60212201592;7,67045454545455;9,84702549575071;3,0159151193634
130420;2010;3234,15245327103;8,50240963855422;9,68532338308458;3,40473372781065
130420;2011;3200,96802841918;8,43639683505782;9,64303178484108;3,4830053667263
130423;2010;3161,9746031746;8,08502024291498;9,22672064777328;3,28706624605678
130423;2011;3182,12121212121;8,33948339483395;9,41328413284133;3,2317880794702
130426;2010;3155,65714285714;7,48201438848921;8,3955223880597;3,18125
130426;2011;3224,47384615385;7,47222222222222;8,21768707482993;3,17647058823529
130430;2010;3306,70807453416;7,04040404040404;9,14141414141414;3,57975460122699
130430;2011;3291,28333333333;6,81362007168459;9,01075268817204;3,61258278145695
130440;2010;3248,51097178683;8,21317829457364;9,27519379844961;3,25471698113208
130440;2011;3262,88505747126;8,14705882352941;9,32352941176471;3,37209302325581
140002;2010;2798,14965986395;7,92307692307692;8,83333333333333;1,28947368421053
140002;2011;2821,23275862069;NA;NA;1,24137931034483
140005;2010;2830,11044776119;7,4;8,5;1,1769436997319
140005;2011;2947,14285714286;6,5;7,25;1,31034482758621
140010;2010;3232,00011884954;8,40148609779482;9,40695026962253;3,83573041721146
140010;2011;3227,19212962963;8,4235934244038;9,44228320018525;3,83032198285847
140015;2010;3179,51388888889;8,63157894736842;9,68421052631579;3,22535211267606
140015;2011;3256,26086956522;8,7536231884058;9,40579710144928;5,19354838709677
140017;2010;3008,63636363636;8;9;3,18181818181818
140017;2011;3038,88888888889;1,8;1,8;6,05263157894737
140020;2010;3281,22222222222;7,19191919191919;8,78787878787879;2,80821917808219
140020;2011;3188,43362831858;7,87951807228916;9,04819277108434;2,98360655737705
140023;2010;3293,36;7,5;8,91666666666667;4,25
140023;2011;3217,39130434783;7,52380952380952;8,71428571428571;3,625
140028;2010;2598,52941176471;7;9;1,22727272727273
140028;2011;2710,71428571429;9;10;1,28571428571429
140030;2010;3102,41935483871;8,30434782608696;9,68181818181818;3,65625
140030;2011;2934,58333333333;8,08333333333333;9,75;2,73076923076923
140040;2010;3193,98958333333;10,325;9,3125;3,1063829787234
140040;2011;3243,93854748603;8,55454545454545;9,72727272727273;3,82702702702703
140045;2010;3313,95283018868;8,46464646464647;9,66666666666667;3,58490566037736
140045;2011;3237,53793103448;8,26530612244898;9,46938775510204;5,00675675675676
140047;2010;3210,14925373134;6,96850393700787;9,46456692913386;3,14285714285714
140047;2011;3316,75;6,64285714285714;9,25892857142857;3,425
140050;2010;2903,33333333333;7,86666666666667;9,13333333333333;3,43333333333333
140050;2011;3050,17142857143;6,17142857142857;9;3,22857142857143
140060;2010;3170;7,875;8,875;2,44444444444444
140060;2011;3058,38095238095;7,8;9,95;3,33333333333333
140070;2010;3193,04347826087;6,87179487179487;9;2,82758620689655
140070;2011;3111,48666666667;6,80555555555556;8,5;7,11656441717791
150010;2010;3273,6133935908;7,82064086558469;9,03871773522065;3,57836281365693
150010;2011;3240,85950413223;7,79635393508226;9,00266903914591;3,58779956427015
150013;2010;3300;7,63636363636364;8,65454545454545;3,27272727272727
150013;2011;3160,25316455696;7,66666666666667;8,66666666666667;3,29113924050633
150020;2010;3334,78533094812;7,72351885098743;9,77199281867146;3,25402504472272
150020;2011;3273,48514851485;7,67948717948718;9,58714285714286;3,05240793201133
150030;2010;3221,54716981132;7,70610687022901;9,76335877862596;3,20300751879699
150030;2011;3216,03448275862;7,68454258675079;9,77602523659306;2,71913580246914
150034;2010;3306,26363636364;7,28181818181818;9,43636363636364;3,19090909090909
150034;2011;3271,22580645161;7,48913043478261;9,31521739130435;3,32608695652174
150040;2010;3242,50161030596;8,31632653061224;9,8843537414966;3,22829581993569
150040;2011;3255,6593323217;8,38244766505636;9,88325281803543;3,17285822592873
150050;2010;3173,70892018779;7,39717425431711;8,93877551020408;3,2488188976378
150050;2011;3198,79460269865;7,41052631578947;8,91278195488722;3,21036585365854
150060;2010;3206,74879406308;8,19540662650602;9,50640060240964;3,59576837416481
150060;2011;3223,95396020289;8,35211267605634;9,51937377690802;3,61997658993367
150070;2010;3208,47680890538;6,43534482758621;8,64870689655172;2,61182994454713
150070;2011;3248,26625386997;6,5632582322357;8,77469670710572;2,60815047021944
150080;2010;3192,62729156703;8,33428981348637;9,40012753068707;3,57871184273614
150080;2011;3188,83873621853;8,38257138141608;9,44578313253012;3,5868738634485
150085;2010;3325,12987012987;8,58648648648649;9,56756756756757;3,27296587926509
150085;2011;3207,58957654723;8,60983606557377;9,61639344262295;3,18151815181518
150090;2010;3238,84012539185;8,44755244755245;9,22377622377622;2,92006269592477
150090;2011;3284,96261682243;8,26236559139785;9,20645161290323;2,98909657320872
150095;2010;3312,46753246753;8,25938566552901;9,24914675767918;3,23584905660377
150095;2011;3299,11627906977;8,11881188118812;9,13366336633663;3,30803571428571
150100;2010;3309,52777777778;6,58490566037736;8,77358490566038;3,57407407407407
150100;2011;3350,41935483871;6,88372093023256;8,87209302325581;3,42276422764228
150110;2010;3150,18735362998;8,34;9,51;2,56470588235294
150110;2011;3133,72826086957;8,488;9,35483870967742;2,58677685950413
150120;2010;3208,56238698011;7,83195020746888;8,84265010351967;3,9963768115942
150120;2011;3235,5834797891;7,89795918367347;8,89776951672862;3,60632688927944
150125;2010;2805,45454545455;7,63636363636364;8,90909090909091;3,45454545454545
150125;2011;3126,66666666667;7,83333333333333;9,33333333333333;3,16666666666667
150130;2010;3205,2932464455;7,93869047619048;9,06551518761167;3,62807881773399
150130;2011;3223,88140643623;7,8450956937799;8,87858851674641;3,80761904761905
150140;2010;3056,41655786549;8,42492376771772;9,01078979995309;3,91583528624037
150140;2011;3045,91832915622;8,43904564037263;9,03900020103196;3,90820658532509
150145;2010;3199,21052631579;6,21428571428571;8,39285714285714;3,26315789473684
150145;2011;3368,80434782609;6,16470588235294;8,02352941176471;3,29032258064516
150150;2010;3237,32790697674;6,16822429906542;7,1588785046729;3,5962441314554
150150;2011;3226,14902807775;6,13606911447084;7,11471861471861;3,61419068736142
150157;2010;3345,09595959596;8,56060606060606;9,6010101010101;3,24747474747475
150157;2011;3358,85784313725;8,7192118226601;9,79310344827586;3,30049261083744
150160;2010;3240;NA;NA;2,71428571428571
150160;2011;2900;NA;NA;2
150170;2010;3170,76725382616;8,58425621071535;9,44907130017975;3,39789964994166
150170;2011;3186,13273045508;8,53817847286109;9,43142068119055;3,41566985645933
150172;2010;3408,792;7,372;8,408;3,484
150172;2011;3409,17829457364;7,05038759689922;8,18604651162791;3,3579766536965
150175;2010;3340,2752293578;7,98165137614679;8,98165137614679;3,59633027522936
150175;2011;3420,16049382716;7,82278481012658;8,86075949367089;3,4125
150178;2010;3302,28352490421;7,20384615384615;8,56538461538462;3,02307692307692
150178;2011;3183,86885245902;7,45029239766082;8,70760233918129;3,11475409836066
150180;2010;3157,48483263598;7,25733752620545;8,56656184486373;2,98058761804827
150180;2011;3152,90013617794;7,42694583522986;8,50660592255125;3,09427917620137
150190;2010;3291,03147699758;7,19701492537313;8,30952380952381;3,78345498783455
150190;2011;3236,98697916667;7,39130434782609;8,3374613003096;3,55120481927711
150195;2010;2993,85964912281;8;7;2,53448275862069
150195;2011;3285,11904761905;7,62962962962963;6,25;2,71428571428571
150200;2010;3235,9793814433;8,36082474226804;9,71649484536082;2,79896907216495
150200;2011;3249,42975206612;8,32644628099174;9,51239669421488;3,00413223140496
150210;2010;3121,47253141831;7,91938405797101;9,0054347826087;3,66518188567186
150210;2011;3169,82039745032;7,94105586878524;8,96717948717949;3,43208926510196
150215;2010;3289,32561983471;7,87417218543046;9,04635761589404;3,54545454545455
150215;2011;3271,07090103397;8,10502958579882;9,21301775147929;3,62776957163959
150220;2010;3282,8445010925;8,03606919396393;9,05115936694884;3,35769090244794
150220;2011;3266,53551912568;7,85085122131754;9,17388087310396;3,42589875275128
150230;2010;3269,78296703297;8,10757717492984;9,22731524789523;3,01289134438306
150230;2011;3291,19904076739;8,24225122349103;9,22630718954248;3,13848631239936
150240;2010;3272,12851814174;8,0273066485753;8,90875169606513;3,64965236560963
150240;2011;3317,96356483065;8,08691189050471;8,58391787852866;3,71854134565999
150250;2010;3200,05970149254;7,82222222222222;9,42222222222222;2,44776119402985
150250;2011;3315,30303030303;8,26666666666667;9,48888888888889;2,61904761904762
150260;2010;3467,11111111111;NA;NA;3,35555555555556
150260;2011;3239,09090909091;2,5;4,33333333333333;3,37777777777778
150270;2010;3291,6674445741;8,54842473745624;9,66044340723454;3,70608899297424
150270;2011;3311,55458515284;8,54039301310044;9,67248908296943;3,71381578947368
150275;2010;3234,92007797271;6,8454011741683;8,58317025440313;3,09411764705882
150275;2011;3246,85483870968;7,12296983758701;8,78190255220418;3,18032786885246
150276;2010;3518,87096774194;8,52830188679245;9,85416666666667;3,5
150276;2011;3314,02985074627;8,31666666666667;9,61666666666667;4,02941176470588
150277;2010;3312,81578947368;7,39912280701754;8,64912280701754;3,45614035087719
150277;2011;3262,30363036304;7,55115511551155;8,85478547854786;3,58609271523179
150280;2010;3163,75910931174;8,31634819532909;9,36595744680851;3,25101214574899
150280;2011;3135,91568627451;8,2739420935412;9,28794642857143;3,11340206185567
150285;2010;3247,40157480315;NA;NA;3,07142857142857
150285;2011;3322,46987951807;8;9;3,14457831325301
150290;2010;3228,59433962264;8,02898550724638;9,39613526570048;3,35514018691589
150290;2011;3208,4375;7,93333333333333;9,09333333333333;3,21518987341772
150293;2010;3371,84435797665;8,63164721141375;9,56031128404669;3,39947780678851
150293;2011;3338,92659279778;7,98614958448753;9,24238227146814;3,50277777777778
150295;2010;3360,58494208494;7,91505791505791;9,2046332046332;3,17601547388781
150295;2011;3304,97452229299;8,01061571125265;9,25053078556263;3,2063829787234
150300;2010;3198,17105263158;7,64827586206897;8,73103448275862;3,54794520547945
150300;2011;3290,84967320261;7,64285714285714;8,66428571428571;3,40540540540541
150304;2010;3030,12550607287;8,65853658536585;9,70731707317073;3,27935222672065
150304;2011;3087,48768472906;8,61083743842365;9,62068965517241;3,24630541871921
150307;2010;3014,72972972973;9;9;2,68
150307;2011;3149;6,2;9;2,85333333333333
150309;2010;3273,7819025522;6,98839907192575;8,01160092807425;3,39277389277389
150309;2011;3236,69783464567;7,00590551181102;8,04330708661417;3,41897233201581
150310;2010;3221,91715976331;8,28822055137845;9,76441102756892;3,28007889546351
150310;2011;3195,13513513513;8,47738693467337;9,82663316582915;3,17422867513612
150320;2010;3204,39446366782;7,68928571428571;8,85357142857143;3,08650519031142
150320;2011;3220,99103139013;7,9041095890411;9,06392694063927;3,19282511210762
150330;2010;3178,67851239669;7,62202643171806;8,62147887323944;3,14132231404959
150330;2011;3174,64056382146;7,58739495798319;8,61227922624054;3,23746081504702
150340;2010;2600;NA;NA;4
150340;2011;2565;NA;NA;2,5
