"CODMUNNASC";"ano";"PESO";"APGAR1";"APGAR5"
210350;2011;3218,10785824345;7,74248265227448;8,7023901310717
210355;2010;2981,13461538462;7,05882352941176;7,70588235294118
210355;2011;3093,08571428571;7,625;8,8
210360;2010;3185,81462869905;7,7284162378502;8,98283752860412
210360;2011;3199,76693002257;7,77498572244432;8,92571428571429
210370;2010;3179,13356562137;8,90024330900243;9,91645569620253
210370;2011;3224,5549132948;8,77682403433476;9,95245901639344
210375;2010;2500;NA;NA
210380;2010;3490,67153284672;7,32506203473945;8,60632183908046
210380;2011;3434,92633928571;7,69866071428571;7,807962529274
210390;2010;2987,61538461538;10;10
210390;2011;3286,14492753623;8;9
210400;2010;3396,76673427992;8,09053497942387;9,1340206185567
210400;2011;3386,35950413223;7,979035639413;9,11949685534591
210405;2010;3460,40172413793;7,82586206896552;8,98793103448276
210405;2011;3495,18644067797;7,73389830508475;8,98305084745763
210407;2010;3392,7;NA;NA
210407;2011;3409;NA;NA
210408;2010;3387,7358490566;NA;NA
210408;2011;3553,94736842105;NA;NA
210409;2010;3319,71653543307;NA;NA
210409;2011;3277,44298245614;NA;NA
210410;2010;3451,866359447;7;9
210410;2011;3416,80616740088;7;9
210420;2010;3256,58041958042;7,85931558935361;8,78707224334601
210420;2011;3305,92244897959;8;8,91379310344828
210430;2010;3020,12;7,66666666666667;7,33333333333333
210430;2011;2969,7619047619;NA;NA
210440;2010;3379,98168498168;NA;NA
210440;2011;3491,36363636364;9,5;10
210450;2010;3354,06666666667;8;10
210450;2011;3273,77358490566;8;10
210455;2010;3800;NA;NA
210460;2010;3212,20930232558;8,45754716981132;9,06735751295337
210460;2011;3257,84552845528;8,69547325102881;9,0979381443299
210462;2010;3350,52173913043;7,99130434782609;10
210462;2011;3163,75;7,625;9,625
210465;2010;3107,5;8,22222222222222;9,77777777777778
210465;2011;2622,22222222222;8,75;9,75
210467;2010;3352,1174282678;8,57619816908993;9,63327948303716
210467;2011;3322,04418344519;8,69937606352808;9,68104426787741
210470;2010;3374,1935483871;8;7,875
210470;2011;3228,125;8,64285714285714;5,76923076923077
210480;2010;3317,55679811654;8,16606929510155;9,63582089552239
210480;2011;3354,35563380282;8,16083486801719;9,53071253071253
210490;2010;3266,65562913907;NA;NA
210490;2011;3348,12080536913;NA;NA
210500;2010;3331,07468123862;8,03012048192771;9,10240963855422
210500;2011;3288,81017612524;8,32994923857868;9,43908629441624
210510;2010;3219,18848167539;8,65901639344262;9,53135313531353
210510;2011;3263,68316831683;8,36776859504132;9,43983402489627
210515;2010;3300,32558139535;7,1046511627907;9,10077519379845
210515;2011;3221,92052980132;6,27152317880795;8,21192052980132
210520;2010;3261,30769230769;7,890625;9,796875
210520;2011;3306,77647058824;7,94705882352941;9,73529411764706
210530;2010;3166,09761190134;7,91245272447121;9,17362083450014
210530;2011;3161,79505428227;8,0703690082138;9,32225220804711
210535;2010;3289,70085470085;6,97854077253219;8,0343347639485
210535;2011;3324,17582417582;8,19553072625698;9,24444444444444
210540;2010;3260,73573770492;NA;NA
210540;2011;3266,79947229551;4;7,66666666666667
210542;2010;3342,75;7,76875;9,434375
210542;2011;3330,85139318885;7,74303405572755;9,56037151702786
210545;2010;3033,33333333333;8;9
210547;2010;3119;5,75;9,25
210547;2011;2958,28767123288;5;8
210550;2010;3583,88888888889;7,98148148148148;9,02777777777778
210550;2011;3444,25;8,025;9
210560;2010;3369,86956521739;9,56375838926174;9,68456375838926
210560;2011;3328,01724137931;7,2247191011236;8,71910112359551
210565;2010;2962,5;NA;NA
210565;2011;3208,33333333333;NA;NA
210570;2010;3325,1432748538;8,3149374540103;9,70125091979397
210570;2011;3351,03518648839;7,86418015482055;9,66924700914849
210580;2010;3171,49122807018;8,71929824561403;9,79824561403509
210580;2011;3292,36111111111;8,59722222222222;9,95833333333333
210590;2010;3164,28571428571;6,84615384615385;7,34615384615385
210590;2011;3136,57142857143;6,90909090909091;8
210592;2010;2911;8,5;9,5
210592;2011;3110;7,5;10
210594;2010;3146,15;7,6271186440678;9,22033898305085
210594;2011;3337,34814814815;7,83582089552239;9,26119402985075
210596;2010;3278,75;NA;NA
210596;2011;3361,55737704918;8,11111111111111;9,11111111111111
210600;2010;3361,89655172414;8,45161290322581;6,16
210600;2011;3296,41843971631;8,50649350649351;9,7027027027027
210610;2010;3210;NA;NA
210610;2011;3349,03409090909;7,3125;8,8125
210620;2010;3264,81481481481;8;8,84
210620;2011;3249,71153846154;NA;NA
210630;2010;3344,65789473684;7,94713656387665;8,97356828193833
210630;2011;3336,42857142857;8,20535714285714;9,22767857142857
210632;2010;3024,58333333333;8,66666666666667;9,66666666666667
210632;2011;3200;7,75;9
210635;2010;3387,5;8,25;8,625
210635;2011;3146,66666666667;7,6;8,2
210637;2010;3500;9,33333333333333;10
210637;2011;2991,42857142857;7,2;8,24
210640;2010;3327,81782945736;9,11155378486056;9,9003984063745
210640;2011;3224,36194029851;8,77443609022556;9,8421052631579
210650;2010;3165,02762430939;NA;NA
210650;2011;3079,61290322581;NA;NA
210660;2010;3310,48342541436;8,10850439882698;9,86510263929619
210660;2011;3297,6357827476;7,84805653710247;9,67844522968198
210663;2010;3438,57142857143;7;7
210663;2011;3500;8,5;9
210667;2010;3388,30985915493;7,98529411764706;8,66176470588235
210667;2011;3330,54054054054;7,63888888888889;9
210670;2010;3303,95918367347;6,99183673469388;7,98775510204082
210670;2011;3290,45756457565;7;7,98523985239852
210675;2010;3248,53448275862;8,22766570605187;9,44380403458213
210675;2011;3218,43703703704;8,30566037735849;9,50566037735849
210680;2010;3503,9349112426;NA;NA
210680;2011;3507,36220472441;NA;NA
210690;2010;3223,31294117647;7,55623100303951;9,36280487804878
210690;2011;3233,89958158996;7,42547425474255;9,08152173913044
210700;2010;3305,73170731707;8,12195121951219;7,97560975609756
210700;2011;3318,33333333333;8,5;9,5
210710;2010;3263,79795396419;8,6463768115942;9,01739130434783
210710;2011;3264,1626984127;8,14651162790698;9,01674641148325
210720;2010;3228,33333333333;7,80769230769231;8,92405063291139
210720;2011;3149,80985915493;7,64772727272727;9,1025641025641
210725;2010;3276,66666666667;7,66666666666667;9,42424242424242
210725;2011;3262,72727272727;7,77272727272727;9,13636363636364
210730;2010;3650;10;10
210735;2010;3165,97974683544;6,94285714285714;8,11948051948052
210735;2011;3234,73417721519;6,90263157894737;8,18421052631579
210740;2010;3509,71428571429;6,625;7,84615384615385
210740;2011;3455,36585365854;6,34285714285714;8,07407407407407
210745;2010;3318,83435582822;5,5;8
210745;2011;3221,32352941176;4,6;4
210750;2010;3411,24576271186;8,76576576576577;9
210750;2011;3293,85964912281;8,70909090909091;7
210760;2010;3207,8275862069;7,69047619047619;9,38235294117647
210760;2011;3268,99209486166;8,16062176165803;9,2972972972973
210770;2010;3473,19587628866;8,51546391752577;9,5
210770;2011;3514,16356877323;8,42007434944238;9,30483271375465
210780;2010;3287,5618729097;9;10
210780;2011;3311,30215827338;9,69230769230769;9,84615384615385
210790;2010;3431,45888594164;8,05013192612137;9,07915567282322
210790;2011;3388,91540130152;8,10434782608696;9,10217391304348
210800;2010;3387,16230366492;NA;NA
210800;2011;3353,65671641791;NA;NA
210805;2010;3293,08920187793;7,0551724137931;8,99310344827586
210805;2011;3394,11170212766;7,1858407079646;9,04464285714286
210810;2010;3203,30975609756;8,01518987341772;8,98987341772152
210810;2011;3293,74168797954;8,28184281842818;9,14905149051491
210820;2010;3369,32960893855;8,39888164026095;9,60577819198509
210820;2011;3305,36234309623;8,73366834170854;9,7713567839196
210825;2010;3211,78057553957;5,31428571428571;6,32317073170732
210825;2011;3319,94505494505;5,12264150943396;6,89130434782609
210830;2010;3096,56432748538;8,17483660130719;9,38952536824877
210830;2011;3119,34012539185;8,1138353765324;9,28169014084507
210840;2010;3209,88636363636;8,29411764705882;9,2
210840;2011;3198,60869565217;8,1;NA
210845;2010;3211,6;6;9
210845;2011;3256;6,42857142857143;7,42857142857143
210850;2010;3318,853432282;8,32245681381958;9,38771593090211
210850;2011;3320,46153846154;8,517578125;9,548828125
210860;2010;3140,88242730721;7,71319225574066;9,75641602881585
210860;2011;3178,96751223854;7,76971153846154;9,82836538461538
210870;2010;3377,66375545852;9,45851528384279;9,61807580174927
210870;2011;3337,91239669421;9,3476821192053;9,42786069651741
210880;2010;3247,94460641399;NA;NA
210880;2011;3230,42647058824;9,54166666666667;9,76190476190476
210890;2010;3169,57928802589;7,69480519480519;9,30844155844156
210890;2011;3197,71897810219;8,21691176470588;9,60661764705882
210900;2010;3330,07804370447;7,92083333333333;9,94583333333333
210900;2011;3301,06614017769;7,91609081934847;9,9279368213228
210905;2010;3202,76363636364;9,19607843137255;4,5
210905;2011;3072,78125;9,31147540983607;8,53333333333333
210910;2010;3441,02285714286;8,78146453089245;9,73913043478261
210910;2011;3458,13636363636;8,53585397653194;9,82007822685789
210920;2010;3264,51572327044;9,52222222222222;9,75555555555556
210920;2011;3197,68125;9,61666666666667;9,79831932773109
210923;2010;3933,33333333333;8;9
210923;2011;3100;NA;NA
210927;2010;3207,67605633803;7,75;9,5
210927;2011;3123,18181818182;8;8,75
210930;2010;3189,48453608247;6,94736842105263;8,43859649122807
210930;2011;3090,76666666667;7,10526315789474;8,81578947368421
210940;2010;3258,44594594595;7,046875;8,90625
210940;2011;3326,3935483871;7,56179775280899;8,65909090909091
210945;2010;3310,03333333333;8,28333333333333;9,23333333333333
210945;2011;3249,78676470588;8,26717557251908;9,35384615384615
210950;2010;3391,3252688172;7,92;8,43478260869565
210950;2011;3331,12860892388;7,85498489425982;9,00906344410876
210955;2010;4810;8;10
210955;2011;3100;NA;NA
210960;2010;3266,19806094183;7,73563218390805;9,15373563218391
210960;2011;3319,63800904977;7,74458204334365;9,10819165378671
210970;2010;3707,8125;4,87096774193548;7,2258064516129
210970;2011;3676,92307692308;6,03846153846154;7,65384615384615
210975;2010;3390;6,75;8,1
210975;2011;3360,86956521739;7;8,65217391304348
210980;2010;3219,78371501272;NA;4
210980;2011;3243,32862903226;NA;NA
210990;2010;3290,36916666667;8,17122423222549;9,18636937315944
210990;2011;3284,9687917967;7,94843049327354;8,94394618834081
211000;2010;3250,34059549746;8,0855614973262;8,9625
211000;2011;3236,22963483146;8,07187780772686;9,03237410071942
211003;2010;3359,15172413793;8,78983833718245;9,82448036951501
211003;2011;3325,27814569536;8,80752212389381;9,84955752212389
211010;2010;3258,60194174757;7,72289156626506;8,78470824949698
211010;2011;3256,71047227926;7,74304068522484;8,76017130620985
211020;2010;3218,51972555746;6,5446584938704;7,90542907180385
211020;2011;3190,32122093023;6,53037037037037;7,7762962962963
211023;2010;3423,18918918919;6;9
211023;2011;3460,93939393939;NA;NA
211027;2010;3222,68518518519;NA;NA
211027;2011;3259,84251968504;NA;NA
211030;2010;3505,31674208145;NA;NA
211030;2011;3446;NA;NA
211040;2010;3398,34210526316;NA;NA
211040;2011;3341,73248407643;NA;NA
211050;2010;3350,02325581395;9,99683042789223;9,97147385103011
211050;2011;3323,9113018598;9,99387442572741;9,98315467075038
211060;2010;3356,63822525597;8,58347676419966;9,63511187607573
211060;2011;3334;8,21904761904762;9,31047619047619
211065;2010;3249,48979591837;NA;NA
211065;2011;3297,90322580645;NA;NA
211070;2010;3288,67903930131;8,2046783625731;9,05847953216374
211070;2011;3275,952;8,1555944055944;9,02622377622378
211080;2010;3289,75;10;10
211080;2011;3184,07142857143;NA;NA
211085;2010;3331,25;6,66666666666667;10
211085;2011;3450;7,33333333333333;9
211090;2010;3161,45454545455;6,8953488372093;9,47674418604651
211090;2011;3126,88311688312;6,88888888888889;9,53225806451613
211100;2010;3144,0780141844;5,98814229249012;6,44664031620553
211100;2011;3414,22222222222;6,40082644628099;7,53719008264463
211102;2010;3391,888252149;6,63692307692308;8,41846153846154
211102;2011;3385,58024691358;5,72532188841202;8,42918454935622
211105;2010;3585;8;10
211105;2011;3262,5;NA;NA
211107;2010;3323,33333333333;7;9
211107;2011;3188,92592592593;NA;NA
211110;2010;3246,13023255814;9,33253012048193;9,81367924528302
211110;2011;3269,11764705882;9,11538461538461;9,8
211120;2010;3227,79381443299;8,32718894009217;9,60599078341014
211120;2011;3253,39863130881;8,45022026431718;9,48458149779736
211125;2010;3417,56756756757;7,82857142857143;9,08571428571429
211125;2011;3348,64864864865;7,97260273972603;9,2972972972973
211130;2010;3144,23228063879;8,22676834558656;8,90873015873016
211130;2011;3128,23227977509;8,26476339460305;8,91270737427256
211140;2010;3283,71470588235;7,96060606060606;9,08206686930091
211140;2011;3273,2354368932;7,87135922330097;9,05097087378641
211150;2010;3273,09117647059;6,93602362204724;8,01377952755906
211150;2011;3319,51037735849;6,87535680304472;7,89714285714286
211153;2010;3354,453125;7,90625;8,8828125
211153;2011;3427,65432098765;7,72839506172839;8,85185185185185
211157;2010;3349,14678899083;7,78899082568807;9,08256880733945
211157;2011;3351,14728682171;8,02362204724409;9,52755905511811
211160;2010;3413,84955752212;NA;NA
211160;2011;3438,3298245614;4,33333333333333;7,66666666666667
211163;2010;3200;NA;NA
211163;2011;3475;NA;NA
211167;2010;3550;8;8
211167;2011;2942,85714285714;8;9
211170;2010;3071,06172839506;8;10
211170;2011;3110,05281690141;7,97609561752988;9,96341463414634
211172;2010;3251,23456790123;8,16666666666667;9,94871794871795
211172;2011;3232,61946902655;7,89285714285714;9,82882882882883
211174;2010;3463,41836734694;6,28205128205128;8,69230769230769
211174;2011;3410,95238095238;8,12727272727273;9,09090909090909
211176;2010;3096,05555555556;NA;NA
211176;2011;3050;7;9
211178;2010;3157,4;NA;NA
211178;2011;3123,4375;NA;NA
211180;2010;3391,50943396226;7,64285714285714;9,37619047619048
211180;2011;3404,13407821229;7,6271186440678;9,28813559322034
211190;2010;3423,89830508475;8,55421686746988;9,65060240963855
211190;2011;3524,25742574257;8,56626506024096;9,57142857142857
211195;2010;3500;NA;NA
211195;2011;3700;10;10
211200;2010;3316,73684210526;8,54736842105263;9,72631578947368
211200;2011;3387,15217391304;7,84615384615385;9,3956043956044
211210;2010;3181,8201754386;8,68181818181818;9,7
211210;2011;3196,85950413223;8,75206611570248;9,78099173553719
211220;2010;3270,44725738397;8,80813953488372;9,8784355179704
211220;2011;3300,67601246106;8,82739212007505;9,86303939962477
211223;2010;3328,36824324324;9,02061855670103;9,77319587628866
211223;2011;3242,91129032258;9,02479338842975;9,86776859504132
211227;2010;3276,11764705882;8,5;9,5
211227;2011;3252,33333333333;8,14285714285714;9,14285714285714
211230;2010;3168,48245614035;7,80528634361233;9,24867724867725
211230;2011;3277,59525825572;8,10607356715141;9,19076133447391
211240;2010;3201,55359765051;NA;NA
211240;2011;3198,74493927126;NA;NA
211245;2010;3226,01910828025;NA;NA
211245;2011;3145,40972222222;NA;NA
211250;2010;3300,10212765957;9,06702898550725;8,55311355311355
211250;2011;3270,27373068433;9,10450160771704;9,08130081300813
211260;2010;3271,2789017341;NA;NA
211260;2011;3309,61373390558;NA;NA
211270;2010;3197,76395348837;7,75862068965517;8,98275862068965
211270;2011;3187,96714129244;7,74674556213018;8,85917159763314
211280;2010;3166,81842576029;8,0233918128655;9,11709601873536
211280;2011;3173,93687943262;7,60703205791107;8,88314374353671
211285;2010;3279,77777777778;7,5;8,63636363636364
211285;2011;3358,78787878788;7,3030303030303;8,54545454545454
211290;2010;3112,82714054927;6,26062322946176;9,09090909090909
211290;2011;3215,36377952756;6,13257575757576;8,95833333333333
211300;2010;3400,17339312407;7,49082568807339;8,64427480916031
211300;2011;3367,95631825273;7,30974842767296;8,71383647798742
211400;2010;3287,28229166667;6,36230366492147;8,68795811518325
211400;2011;3287,34948741845;6,28932584269663;8,62511715089035
220020;2010;3363,87096774194;9,09090909090909;9,64625850340136
220020;2011;3262,68691588785;8,92021276595745;9,68131868131868
220025;2010;3500;8;9
220030;2010;3005;7,83870967741935;8,96774193548387
220030;2011;3228,33333333333;8,18518518518519;9,14814814814815
220040;2010;3367,27272727273;8,0625;7,93333333333333
220040;2011;3279,47368421053;8,06060606060606;8,74193548387097
220045;2010;3050;6;8,75
220045;2011;3383,33333333333;7;9
220050;2010;3277,30769230769;7,79333333333333;9,50666666666667
220050;2011;3270,88;8,41592920353982;9,4070796460177
220060;2010;3250;NA;NA
220070;2010;3475;NA;NA
220070;2011;3450;NA;NA
220080;2010;3450;8,4;8,8
220080;2011;3771,42857142857;8;6,66666666666667
220090;2010;3243,75;8;10
220090;2011;2400;9;10
220095;2011;3145;NA;NA
220100;2010;3560;8;10
220100;2011;3312,5;9;8
220105;2010;3195,16129032258;7,72727272727273;9
220105;2011;3226,66666666667;8,14285714285714;9,57142857142857
220110;2010;3534,90566037736;6,86792452830189;8,25471698113208
220110;2011;3421,86666666667;7,38666666666667;8,50666666666667
220115;2010;3352,66049382716;NA;NA
220115;2011;3285,37735849057;NA;NA
220117;2010;2450;9;9
220117;2011;3300;8;10
220120;2010;3233,92147239264;8,68395061728395;9,56736711990111
220120;2011;3255,17819460727;8,6427732079906;9,67097532314924
220130;2010;3810;NA;NA
220130;2011;3641,11111111111;NA;NA
220140;2010;3180;8;9
220140;2011;3541,66666666667;8;9
220150;2010;3237,5390070922;7,67883211678832;9,38235294117647
220150;2011;3322,30434782609;7,40178571428571;9,28571428571429
220155;2011;3600;8;10
220157;2010;3750;NA;NA
220160;2010;3028,07692307692;7,53846153846154;8,92307692307692
220160;2011;3026;8,3;9,8
220170;2010;3168,18181818182;8;9
220170;2011;3608,33333333333;8;9
220173;2010;3040;8,46666666666667;9,4
220173;2011;3175;9,125;9,42857142857143
220177;2010;3125;7;9
220180;2010;3500;NA;NA
220190;2010;3188,68981481481;8;9,58333333333333
220190;2011;3199,86983904829;8,125;9,2578125
220191;2010;3193,33333333333;NA;NA
220191;2011;3166,66666666667;10;10
220194;2010;2750;7;8
220196;2010;2530;NA;NA
220196;2011;4000;NA;NA
220200;2010;3190;6,0625;8,1875
220200;2011;3320;6,66666666666667;8,88888888888889
220202;2010;2770;NA;NA
220202;2011;3060;7;8,75
220205;2011;2800;10;10
220207;2011;300;NA;NA
220209;2010;NA;NA;NA
220209;2011;2720;8;10
220210;2010;3441,875;8;9,5
220210;2011;3084,66666666667;8,33333333333333;9,66666666666667
220211;2010;3083,33333333333;NA;NA
220211;2011;2433,33333333333;NA;NA
220217;2010;3116,66666666667;8;9
220217;2011;2566,66666666667;NA;NA
220220;2010;3322,16859122402;7,55209953343701;9,94875776397516
220220;2011;3388,45756172839;7,80838323353293;9,90718562874251
220225;2010;3370,83333333333;8;8
220225;2011;3396,42857142857;7,25;9,25
220230;2010;3321,53284671533;7,85347985347985;9,6
220230;2011;3231,04651162791;7,65988372093023;9,43657817109145
220240;2010;3521,05263157895;8,84615384615385;9,76923076923077
220240;2011;2997,5;9,25;10
220245;2010;3183,33333333333;8;9
220250;2010;3466,52173913043;5,66666666666667;8
220250;2011;3415;8,5;10
220253;2010;3050;7;8
220253;2011;3066,66666666667;7;8,66666666666667
220255;2010;3300;NA;NA
220260;2010;3268,82235528942;7,92307692307692;9,84615384615385
220260;2011;3268,48806366048;8,5;9,66666666666667
220265;2010;3400;NA;NA
220265;2011;4000;8;10
220270;2010;3133,62068965517;7,475;8,5875
220270;2011;3211,9298245614;7,51020408163265;8,95454545454546
220271;2011;2800;7;9
220272;2011;3332,5;10;8
220273;2010;NA;NA;NA
220275;2010;2983,33333333333;7,41666666666667;8,58333333333333
220275;2011;3468,42105263158;8;9,10526315789474
220280;2010;3316,92307692308;8,54545454545454;9,72727272727273
220280;2011;3492,85714285714;8,5;10
220290;2010;3255,99037138927;7,984375;9,046875
220290;2011;3322,59019607843;8,3;9,63157894736842
220300;2010;3263,46153846154;8,75;9,875
220300;2011;3220;8,49230769230769;9,60606060606061
220310;2010;3446,08695652174;NA;NA
220310;2011;3381,66666666667;NA;NA
220320;2010;3389,80392156863;7,99719887955182;9,10364145658263
220320;2011;3396,96721311475;7,73770491803279;8,87704918032787
220323;2010;NA;NA;NA
220327;2010;3350;NA;NA
220327;2011;3160;NA;10
220330;2010;3154,09090909091;9,52380952380952;9,66666666666667
220330;2011;3336,11111111111;9,4;10
220335;2010;3900;NA;NA
220335;2011;3400;NA;NA
220342;2010;2837,5;NA;NA
220342;2011;3400;NA;NA
220345;2010;3004;NA;NA
220345;2011;3461,11111111111;NA;NA
220350;2010;3326,08024691358;7,50310559006211;9,05590062111801
220350;2011;3400,26666666667;7,89333333333333;9,48993288590604
220360;2010;3322,41379310345;6,62068965517241;7,68965517241379
220360;2011;3162,5;6,75;8,5
220370;2010;3253,30492813142;8,37178166838311;9,55921730175077
220370;2011;3248,66030534351;8,35762224352828;9,50047938638543
220375;2010;2837,5;NA;NA
220375;2011;3491,66666666667;NA;NA
220380;2010;2983,33333333333;4,16666666666667;8,16666666666667
220380;2011;3386,66666666667;7;9,33333333333333
220385;2010;3600;NA;NA
220385;2011;3800;NA;NA
220390;2010;3267,16611764706;7,28429985855728;9,00848656294201
220390;2011;3246,45567986231;7,31104400345125;8,91152352179543
220400;2010;3460;6,8;7,8
220400;2011;2750;4;4
220410;2010;3466,66666666667;7,5;10
220410;2011;3183,33333333333;8;10
220415;2010;3350;NA;NA
220415;2011;3575;NA;NA
220420;2010;2775;9;10
220420;2011;3300;NA;NA
220430;2010;3392,1875;7,925;8,93125
220430;2011;3299,30735930736;7,90909090909091;8,96969696969697
220440;2010;3404,40860215054;8,6195652173913;9,66304347826087
220440;2011;3327,07070707071;8,39506172839506;9,32098765432099
220450;2010;3372,80423280423;8,10344827586207;9,01724137931035
220450;2011;3302,04918032787;8,86826347305389;9,68292682926829
220455;2010;3477,77777777778;NA;NA
220455;2011;2990,5;NA;NA
220470;2010;3332,60869565217;7,32835820895522;9,37313432835821
220470;2011;3409,16666666667;6,98148148148148;9,24074074074074
220480;2010;3292,85714285714;8,25;9,75
220480;2011;3396,66666666667;8;9
220490;2010;3225;7,25925925925926;8,21428571428571
220490;2011;3166,66666666667;7,83333333333333;9
220500;2010;3033,33333333333;7;10
220500;2011;2900;NA;NA
220510;2010;3223,78490566038;7,80754716981132;9,39245283018868
220510;2011;3299,71428571429;8,04508196721311;9,45081967213115
220515;2010;2200;NA;NA
220520;2010;3412,93604651163;8,68235294117647;9,70882352941176
220520;2011;3420,43575418994;8,09859154929577;9,48732394366197
220530;2011;2900;7;8
220535;2010;3100;NA;NA
220540;2010;3166,42857142857;7,58974358974359;9,56410256410256
220540;2011;3222,5;7,61290322580645;9,70967741935484
220545;2010;3000;5;9
220545;2011;2650;10;10
220550;2010;3346,40138408304;7,86805555555556;8,88888888888889
220550;2011;3352,14492753623;7,77898550724638;8,93818181818182
220551;2011;3150;8;9
220552;2010;3075;9;10
220552;2011;2780;9;10
220553;2011;3400;NA;NA
220555;2010;3308,92857142857;NA;NA
220555;2011;3433,125;7,90909090909091;9,09090909090909
220556;2010;3466,66666666667;8,90909090909091;9,90909090909091
220556;2011;3053,57142857143;8,72727272727273;9,54545454545454
220558;2010;2700;NA;NA
220558;2011;3200;NA;NA
220560;2010;3641,51515151515;7,96969696969697;9,09090909090909
220560;2011;3643,63636363636;8,18181818181818;9,36363636363636
220570;2010;3328,4;7,8695652173913;9,39130434782609
220570;2011;3298,24175824176;8,11111111111111;9,67901234567901
220580;2010;3306,51666666667;8,32491582491583;9,16526138279933
220580;2011;3338,77053824363;8,01007194244604;9,00302571860817
220585;2010;3085,6;6,22222222222222;9
220590;2010;3296,83333333333;7,6;8,04444444444444
220590;2011;3367,87096774194;7,63440860215054;8,72826086956522
220595;2010;2975;8,5;10
220600;2010;3449,0243902439;7,58536585365854;9,14634146341463
220600;2011;3330;7,68421052631579;8,94736842105263
220605;2010;3300;NA;NA
220605;2011;3400;NA;NA
220610;2010;3427;7,87755102040816;8,77551020408163
220610;2011;3412,5;7,58333333333333;8,63888888888889
220620;2010;3340,78148148148;8,12107623318386;9,46188340807175
220620;2011;3347,73412698413;8,06140350877193;9,38766519823788
220630;2011;3200;NA;NA
220635;2010;3175;NA;NA
220640;2010;2986,66666666667;8,33333333333333;8,66666666666667
220640;2011;3511,11111111111;10;NA
220650;2010;3250;NA;NA
220650;2011;3300;8;10
220660;2010;3303,59375;8,30769230769231;9,35384615384615
220660;2011;3330,57692307692;8,70588235294118;9,72549019607843
220665;2010;3046,66666666667;8,16666666666667;9,16666666666667
220665;2011;3160,83333333333;8,75;9,75
220667;2010;2875;8;10
220667;2011;4000;NA;NA
220669;2010;3780;NA;NA
220669;2011;3200;NA;NA
220670;2010;3505,88235294118;7,94117647058824;8,94117647058824
220672;2011;2900;8;9
220680;2010;3333,33333333333;8,54347826086956;8,51063829787234
220680;2011;3418,18181818182;7,4;8,8
220690;2010;3660;8,5;10
220690;2011;3225;8,66666666666667;10
220700;2010;3259,87922705314;7,93713733075435;9,52707930367505
220700;2011;3241,73628691983;7,88347457627119;9,54237288135593
220710;2010;3350;NA;NA
220720;2010;3485,71428571429;6,85714285714286;8
220720;2011;3454,54545454545;7,5;8
220730;2010;3204,54545454545;6;8,18181818181818
220730;2011;470;8;10
220740;2010;2700;NA;NA
220750;2010;3366,61290322581;7,89189189189189;9,56756756756757
220750;2011;3364,47826086957;8,60606060606061;9,71212121212121
220760;2010;3137,71317829457;9;10
220760;2011;3275,18248175182;8,3;9,11111111111111
220770;2010;3240,45570165984;8,02508108108108;9,59654054054054
220770;2011;3201,13063535332;8,08736020257438;9,64872282035043
220775;2010;3550;NA;NA
220775;2011;3000;NA;NA
220777;2010;3020;7,66666666666667;9
220777;2011;3233,33333333333;8;9
220779;2010;3400;NA;NA
220780;2010;3242,99674972914;8,57403189066059;9,55854800936768
220780;2011;3257,6735966736;8,54445664105379;9,61758241758242
220785;2010;3495;7,5;9,5
220790;2010;3227,3688155922;7,31975867269985;8,79939668174962
220790;2011;3282,72797527048;7,37054263565891;8,85736434108527
220800;2010;3230,50796034845;8,2612097502257;9,38470800722456
220800;2011;3180,34902794654;7,98569254185693;9,15098934550989
220810;2010;3280,53571428571;5;10
220810;2011;3237,03703703704;8,09090909090909;9,66666666666667
220820;2010;3347,01219512195;7,34567901234568;8,76543209876543
220820;2011;3356,5873015873;7,45161290322581;9,08064516129032
220830;2010;3260,18817204301;8,78763440860215;9,7258064516129
220830;2011;3330,54245283019;8,82075471698113;9,84198113207547
220840;2010;3348,50402144772;8,54171562867215;9,83274021352313
220840;2011;3325,41701417848;8,20260869565217;9,86945169712794
220850;2010;3373,4328358209;8,00746268656716;9,02985074626866
220850;2011;3270,6976744186;8,2093023255814;9,01550387596899
220855;2010;3530;8;9
220855;2011;3148;8;9
220860;2010;NA;NA;NA
220860;2011;3180;NA;NA
220865;2010;3082,22222222222;8,2;9,4
220865;2011;2796,25;9;9,375
220870;2010;2992,22222222222;NA;NA
220870;2011;3392,22222222222;9;10
220880;2010;3132,04929577465;7,80434782608696;9,72463768115942
220880;2011;3342,25433526012;7,6140350877193;9,31547619047619
220885;2010;3243,6;8,75;9
220885;2011;2786,36363636364;NA;NA
220890;2010;3410,68965517241;22,6666666666667;7,66666666666667
220890;2011;3422,36274509804;7,16129032258065;7,48387096774194
220900;2010;3218,18181818182;8,4;10
220900;2011;3226,66666666667;8,38461538461539;10
220910;2010;3528,78787878788;8,54545454545454;9,81818181818182
220910;2011;3485,71428571429;8,28571428571429;10
220920;2010;3579,58974358974;8,72173913043478;9,78260869565217
220920;2011;3526,69607843137;8,98039215686275;9,84269662921348
220930;2010;2750;9;10
220937;2010;3413,57142857143;5,57142857142857;9,78571428571429
220937;2011;3280;5,2;9
220950;2010;3395;7;9
220950;2011;3575;7;9,5
220960;2010;2930;6;10
220960;2011;NA;NA;NA
220965;2010;2750;NA;NA
220965;2011;2900;5;10
220970;2010;3189,28571428571;5,42857142857143;10
220970;2011;3240;5,3;9,7
