"CODMUNNASC";"ano";"PESO";"APGAR1";"APGAR5"
140020;2011;3188,43362831858;7,87951807228916;9,04819277108434
140023;2010;3293,36;7,5;8,91666666666667
140023;2011;3217,39130434783;7,52380952380952;8,71428571428571
140028;2010;2598,52941176471;7;9
140028;2011;2710,71428571429;9;10
140030;2010;3102,41935483871;8,30434782608696;9,68181818181818
140030;2011;2934,58333333333;8,08333333333333;9,75
140040;2010;3193,98958333333;10,325;9,3125
140040;2011;3243,93854748603;8,55454545454545;9,72727272727273
140045;2010;3313,95283018868;8,46464646464647;9,66666666666667
140045;2011;3237,53793103448;8,26530612244898;9,46938775510204
140047;2010;3210,14925373134;6,96850393700787;9,46456692913386
140047;2011;3316,75;6,64285714285714;9,25892857142857
140050;2010;2903,33333333333;7,86666666666667;9,13333333333333
140050;2011;3050,17142857143;6,17142857142857;9
140060;2010;3170;7,875;8,875
140060;2011;3058,38095238095;7,8;9,95
140070;2010;3193,04347826087;6,87179487179487;9
140070;2011;3111,48666666667;6,80555555555556;8,5
150010;2010;3273,6133935908;7,82064086558469;9,03871773522065
150010;2011;3240,85950413223;7,79635393508226;9,00266903914591
150013;2010;3300;7,63636363636364;8,65454545454545
150013;2011;3160,25316455696;7,66666666666667;8,66666666666667
150020;2010;3334,78533094812;7,72351885098743;9,77199281867146
150020;2011;3273,48514851485;7,67948717948718;9,58714285714286
150030;2010;3221,54716981132;7,70610687022901;9,76335877862596
150030;2011;3216,03448275862;7,68454258675079;9,77602523659306
150034;2010;3306,26363636364;7,28181818181818;9,43636363636364
150034;2011;3271,22580645161;7,48913043478261;9,31521739130435
150040;2010;3242,50161030596;8,31632653061224;9,8843537414966
150040;2011;3255,6593323217;8,38244766505636;9,88325281803543
150050;2010;3173,70892018779;7,39717425431711;8,93877551020408
150050;2011;3198,79460269865;7,41052631578947;8,91278195488722
150060;2010;3206,74879406308;8,19540662650602;9,50640060240964
150060;2011;3223,95396020289;8,35211267605634;9,51937377690802
150070;2010;3208,47680890538;6,43534482758621;8,64870689655172
150070;2011;3248,26625386997;6,5632582322357;8,77469670710572
150080;2010;3192,62729156703;8,33428981348637;9,40012753068707
150080;2011;3188,83873621853;8,38257138141608;9,44578313253012
150085;2010;3325,12987012987;8,58648648648649;9,56756756756757
150085;2011;3207,58957654723;8,60983606557377;9,61639344262295
150090;2010;3238,84012539185;8,44755244755245;9,22377622377622
150090;2011;3284,96261682243;8,26236559139785;9,20645161290323
150095;2010;3312,46753246753;8,25938566552901;9,24914675767918
150095;2011;3299,11627906977;8,11881188118812;9,13366336633663
150100;2010;3309,52777777778;6,58490566037736;8,77358490566038
150100;2011;3350,41935483871;6,88372093023256;8,87209302325581
150110;2010;3150,18735362998;8,34;9,51
150110;2011;3133,72826086957;8,488;9,35483870967742
150120;2010;3208,56238698011;7,83195020746888;8,84265010351967
150120;2011;3235,5834797891;7,89795918367347;8,89776951672862
150125;2010;2805,45454545455;7,63636363636364;8,90909090909091
150125;2011;3126,66666666667;7,83333333333333;9,33333333333333
150130;2010;3205,2932464455;7,93869047619048;9,06551518761167
150130;2011;3223,88140643623;7,8450956937799;8,87858851674641
150140;2010;3056,41655786549;8,42492376771772;9,01078979995309
150140;2011;3045,91832915622;8,43904564037263;9,03900020103196
150145;2010;3199,21052631579;6,21428571428571;8,39285714285714
150145;2011;3368,80434782609;6,16470588235294;8,02352941176471
150150;2010;3237,32790697674;6,16822429906542;7,1588785046729
150150;2011;3226,14902807775;6,13606911447084;7,11471861471861
150157;2010;3345,09595959596;8,56060606060606;9,6010101010101
150157;2011;3358,85784313725;8,7192118226601;9,79310344827586
150160;2010;3240;NA;NA
150160;2011;2900;NA;NA
150170;2010;3170,76725382616;8,58425621071535;9,44907130017975
150170;2011;3186,13273045508;8,53817847286109;9,43142068119055
150172;2010;3408,792;7,372;8,408
150172;2011;3409,17829457364;7,05038759689922;8,18604651162791
150175;2010;3340,2752293578;7,98165137614679;8,98165137614679
150175;2011;3420,16049382716;7,82278481012658;8,86075949367089
150178;2010;3302,28352490421;7,20384615384615;8,56538461538462
150178;2011;3183,86885245902;7,45029239766082;8,70760233918129
150180;2010;3157,48483263598;7,25733752620545;8,56656184486373
150180;2011;3152,90013617794;7,42694583522986;8,50660592255125
150190;2010;3291,03147699758;7,19701492537313;8,30952380952381
150190;2011;3236,98697916667;7,39130434782609;8,3374613003096
150195;2010;2993,85964912281;8;7
150195;2011;3285,11904761905;7,62962962962963;6,25
150200;2010;3235,9793814433;8,36082474226804;9,71649484536082
150200;2011;3249,42975206612;8,32644628099174;9,51239669421488
150210;2010;3121,47253141831;7,91938405797101;9,0054347826087
150210;2011;3169,82039745032;7,94105586878524;8,96717948717949
150215;2010;3289,32561983471;7,87417218543046;9,04635761589404
150215;2011;3271,07090103397;8,10502958579882;9,21301775147929
150220;2010;3282,8445010925;8,03606919396393;9,05115936694884
150220;2011;3266,53551912568;7,85085122131754;9,17388087310396
150230;2010;3269,78296703297;8,10757717492984;9,22731524789523
150230;2011;3291,19904076739;8,24225122349103;9,22630718954248
150240;2010;3272,12851814174;8,0273066485753;8,90875169606513
150240;2011;3317,96356483065;8,08691189050471;8,58391787852866
150250;2010;3200,05970149254;7,82222222222222;9,42222222222222
150250;2011;3315,30303030303;8,26666666666667;9,48888888888889
150260;2010;3467,11111111111;NA;NA
150260;2011;3239,09090909091;2,5;4,33333333333333
150270;2010;3291,6674445741;8,54842473745624;9,66044340723454
150270;2011;3311,55458515284;8,54039301310044;9,67248908296943
150275;2010;3234,92007797271;6,8454011741683;8,58317025440313
150275;2011;3246,85483870968;7,12296983758701;8,78190255220418
150276;2010;3518,87096774194;8,52830188679245;9,85416666666667
150276;2011;3314,02985074627;8,31666666666667;9,61666666666667
150277;2010;3312,81578947368;7,39912280701754;8,64912280701754
150277;2011;3262,30363036304;7,55115511551155;8,85478547854786
150280;2010;3163,75910931174;8,31634819532909;9,36595744680851
150280;2011;3135,91568627451;8,2739420935412;9,28794642857143
150285;2010;3247,40157480315;NA;NA
150285;2011;3322,46987951807;8;9
150290;2010;3228,59433962264;8,02898550724638;9,39613526570048
150290;2011;3208,4375;7,93333333333333;9,09333333333333
150293;2010;3371,84435797665;8,63164721141375;9,56031128404669
150293;2011;3338,92659279778;7,98614958448753;9,24238227146814
150295;2010;3360,58494208494;7,91505791505791;9,2046332046332
150295;2011;3304,97452229299;8,01061571125265;9,25053078556263
150300;2010;3198,17105263158;7,64827586206897;8,73103448275862
150300;2011;3290,84967320261;7,64285714285714;8,66428571428571
150304;2010;3030,12550607287;8,65853658536585;9,70731707317073
150304;2011;3087,48768472906;8,61083743842365;9,62068965517241
150307;2010;3014,72972972973;9;9
150307;2011;3149;6,2;9
150309;2010;3273,7819025522;6,98839907192575;8,01160092807425
150309;2011;3236,69783464567;7,00590551181102;8,04330708661417
150310;2010;3221,91715976331;8,28822055137845;9,76441102756892
150310;2011;3195,13513513513;8,47738693467337;9,82663316582915
150320;2010;3204,39446366782;7,68928571428571;8,85357142857143
150320;2011;3220,99103139013;7,9041095890411;9,06392694063927
150330;2010;3178,67851239669;7,62202643171806;8,62147887323944
150330;2011;3174,64056382146;7,58739495798319;8,61227922624054
150340;2010;2600;NA;NA
150340;2011;2565;NA;NA
150345;2010;3324,86051502146;7,31807228915663;8,46024096385542
150345;2011;3330,43717277487;7,53142857142857;8,71142857142857
150350;2010;3138,3422459893;8,58119658119658;9,31623931623932
150350;2011;3239,94615384615;8,42857142857143;9,33766233766234
150360;2010;3288,74499332443;6,86469534050179;8,51209677419355
150360;2011;3346,11240310078;7,07226308957161;8,68571428571429
150370;2010;3370,06359102244;8,5966709346991;9,72343149807939
150370;2011;3373,81818181818;8,67090395480226;9,73446327683616
150375;2010;3038,16109422492;7,60829493087558;9,4331797235023
150375;2011;3087,04042553191;7,68979591836735;9,45714285714286
150380;2010;3374,02228976697;8,27760891590679;10,3657548125633
150380;2011;3374,08923076923;7,92923076923077;10,0082051282051
150390;2010;3147,94324853229;8,05793991416309;9,46831364124597
150390;2011;3174,52717391304;7,97813578826237;9,47871116225547
150400;2010;3195,42857142857;7,64175824175824;8,67692307692308
150400;2011;3155,5795148248;7,60810810810811;8,6054054054054
150405;2010;3411,04011887073;7,90014903129657;9,23994038748137
150405;2011;3369,13881748072;7,91388174807198;9,26863753213368
150410;2010;3101,27272727273;NA;NA
150410;2011;3190;8;10
150420;2010;3201,59827099506;8,09674566678458;9,1777502652989
150420;2011;3210,61339747016;8,17930161027682;9,23927601809955
150430;2010;3336,41203703704;8,48571428571429;9,6
150430;2011;3308,59042553192;8,4031007751938;9,43410852713178
150440;2010;3236,68965517241;8,7787610619469;9,76991150442478
150440;2011;3352,20472440945;9,14893617021277;9,91489361702128
150442;2010;3137,32134292566;8,51971153846154;8,92596153846154
150442;2011;3124,33319467554;8,65709529754474;8,93716188098211
150445;2010;3349,8024691358;8,24938271604938;9,46287128712871
150445;2011;3261,77807486631;8,25133689839572;9,37967914438503
150450;2010;3222,68774703557;6,61111111111111;9,20441988950276
150450;2011;3300,53118712274;6,41516245487365;8,93501805054152
150460;2010;3220,13888888889;8,48776223776224;9,70629370629371
150460;2011;3201,53253424658;8,30034722222222;9,31076388888889
150470;2010;3230,93633692458;7,19868995633188;8,66266375545852
150470;2011;3277,82023681378;7,27167630057803;8,73556581986143
150480;2010;3228,97848456501;7,19007490636704;8,58052434456929
150480;2011;3250,5004428698;7,2311780336581;8,54827280779451
150490;2010;3131,12359550562;8,6247191011236;8,92134831460674
150490;2011;3162,0654396728;8,51329243353783;8,93047034764826
150495;2010;3206,69109947644;7,95402298850575;9,25287356321839
150495;2011;3189,94427244582;8,05747126436782;9,47509578544061
150497;2010;3011,66666666667;8,23076923076923;9,53846153846154
150497;2011;3311,93548387097;8,11538461538461;9,38461538461539
150500;2010;2950;NA;NA
150500;2011;3416,66666666667;NA;NA
150503;2010;3277,96575342466;8,46082949308756;9,59677419354839
150503;2011;3351,04308797127;8,74280575539568;9,82913669064748
150506;2010;3331,07340116279;8,75636363636364;9,83127272727273
150506;2011;3355,46097201767;8,86156111929308;9,8939617083947
150510;2010;3281,20679320679;7,736276849642;8,86634844868735
150510;2011;3329,73250239693;7,93189557321226;9,03754266211604
150520;2010;3154,82295719844;8,1688654353562;9,06578947368421
150520;2011;3181,43728222997;8,10569105691057;9,07317073170732
150530;2010;3189,33104395604;7,82614742698192;8,98329853862213
150530;2011;3193,44912559618;7,9573268921095;9,09420289855072
150540;2010;3349,51680672269;8,02631578947368;9,74561403508772
150540;2011;3305;7,94915254237288;9,44915254237288
150543;2010;3247,87443946188;8,84080717488789;9,87668161434978
150543;2011;3389,05142857143;8,89101338432122;9,92351816443595
150548;2010;3229,45083932854;7,70673076923077;8,72355769230769
150548;2011;3406,07894736842;7,86037735849057;8,85849056603774
150549;2010;3373,23943661972;7,85915492957746;8,85211267605634
150549;2011;3345,77586206897;7,92241379310345;8,92241379310345
150550;2010;3244,31602155806;8,08382352941176;9,77156862745098
150550;2011;3224,78881118881;8,0411407199626;9,72931276297335
150553;2010;3207,62471797443;7,62779031853524;8,75294707800351
150553;2011;3189,10585693711;7,77649603460707;8,86085075702956
150555;2010;3328,93939393939;7,91666666666667;8,93181818181818
150555;2011;3494,49425287356;7,71264367816092;8,80459770114943
150560;2010;3540;8,8;9
150560;2011;3066,66666666667;8,33333333333333;9
150563;2010;3260,83333333333;8;9,73333333333333
150563;2011;3244,84210526316;7,78947368421053;9,89473684210526
150565;2010;3303,1976744186;7,43604651162791;8,73255813953488
150565;2011;3268,91304347826;7,83060109289617;9,37158469945355
150570;2010;3037,10144927536;7,97810218978102;9,97810218978102
150570;2011;3110,85585585586;7,97297297297297;9,94594594594595
150580;2010;3244,35211267606;8,65549738219895;9,68586387434555
150580;2011;3259,0614973262;8,64783427495292;9,70433145009416
150590;2010;3228,19589257504;6,7;9,67142857142857
150590;2011;3223,77137870855;7,27748691099476;9,79755671902269
150600;2010;3272,31976744186;8,25138121546961;9,72099447513812
150600;2011;3263,87115384615;8,1520190023753;9,67458432304038
150610;2010;3181,19117647059;5;7
150610;2011;3282,91666666667;NA;NA
150611;2010;3169,64285714286;8,33333333333333;8,66666666666667
150611;2011;3095,2380952381;7,5;8,66666666666667
150613;2010;3192,45698380567;8,17258883248731;9,43473844591163
150613;2011;3182,26168224299;8,21375116931712;9,45977549111319
150616;2010;3175,98466257669;7,88036809815951;8,95398773006135
150616;2011;3279,2071197411;7,83818770226537;8,86407766990291
150618;2010;3379,92228571429;7,81922196796339;9,01028571428571
150618;2011;3418,10888888889;7,90111111111111;9,07333333333333
150619;2010;3474,43341404358;7,58150851581509;9,25
150619;2011;3444,39947780679;7,82506527415144;9,37075718015666
150620;2010;3359,03856382979;7,80213903743315;8,82486631016043
150620;2011;3264,67940552017;7,8594249201278;8,87446808510638
150630;2010;3328,7003058104;8,53374233128834;9,65644171779141
150630;2011;3328,0421686747;8,48640483383686;9,67673716012085
150635;2010;3030;8,75;6
150635;2011;2650;9;9
